code,name,shortName,detailLevel,termType,parentCode,order,reportable
A0ELX,Primary derivatives from nuts and similar seeds (as part-nature),,H,f,A067X,6,true
A0END,Smoked seafood (as part-nature),,C,f,A0EMR,5,true
A0ENX,Spoonable desserts and ice creams (as part-nature),,H,f,A06GC,3,true
A0EQF,Dairy snacks (as part-nature),,C,f,A06AY,10,true
A0DAT,Jerusalem artichoke (feed),,C,r,A0BH7,56,true
A0DST,For own consumption,,F,f,A0C8A,11,true
A0EEY,Fermented milk or cream (feed),,C,g,A0BM9,8,true
A0F7G,Naturally occurring freshwater,,C,n,A0C5Y,7,true
A0ESP,Hair (as part-nature),,F,f,A0CEG,9,true
A0F4T,Including visible fat,,F,f,A0F1Q,16,true
A0F5K,Brown,,F,f,A0F2P,6,true
A0F6C,Fortified,,F,f,A0F5Y,1,true
A0F7P,Only peel,,F,f,A0F1P,17,true
A0CTY,Other edible snails not belonging to the genus Helix,,E,r,A02LK,3,true
A0DCP,Other algae,,P,r,A00VA,5,true
A0E0H,Serviceberry (as plant),,E,n,A05YP,13,true
A0E1M,Fingerrot (as plant),,E,n,A05VE,3,true
A0E1T,Corn gromwell (as plant),,E,n,A05RS,8,true
A0E3H,Excelsa coffee (as plant),,E,n,A065J,1,true
A0E5E,Fusarium venenatum (as organism),,E,n,A05MA,7,true
A0E6H,Shimeji (as organism),,E,n,A05MA,10,true
A0E7F,Che berry (as plant),,E,n,A05YP,18,true
A0E9Z,Black cherry (as plant),,E,n,A060T,5,true
A0EAV,Jostaberry (as plant),,E,n,A05YP,10,true
A0EDQ,Corn smut (as organism),,E,n,A05MA,5,true
A0EVX,Bromine,,C,d,A0EVF,13,true
A0EXA,Iodine,,C,d,A0EVF,9,true
A0F3M,Mammals other slaughtering products,,P,r,A020P,1,true
A0F3P,Microcystis aeruginosa (as organism),,E,n,A0F3N,1,true
A13EP,Abrus precatorius L. (as plant),,E,n,A138V,2,true
A13EY,Acacia sinuata (Lour.) Merr. (as plant),,E,n,A138V,9,true
A13FR,Achyranthes bidentata Blume (as plant),,E,n,A135J,2,true
A13FV,Aconitum anthora L. (as plant),,E,n,A13CR,1,true
A13GR,Adiantum pedatum L. (as plant),,E,n,A135B,1,true
A13GV,Adonis annua L. (as plant),,E,n,A13CR,15,true
A13HF,Aframomum exscapum (Sims) Hepper (as plant),,E,n,A13EK,2,true
A13HG,Aframomum melegueta K.Schum. (as plant),,E,n,A13EK,3,true
A13HK,Agastache foeniculum (Pursh) Kuntze (as plant),,E,n,A139Q,1,true
A13HQ,Agathosma serratifolia (Curtis) Spreeth (as plant),,E,n,A13CX,4,true
A13JD,Ajuga iva (L.) Schreb. (as plant),,E,n,A139Q,5,true
A13JE,Ajuga reptans L. (as plant),,E,n,A139Q,6,true
A13JK,Albizia lebbeck (L.) Benth. (as plant),,E,n,A138V,13,true
A13JN,Allamanda cathartica L. (as plant),,E,n,A135Q,3,true
A13JZ,Aloe plicatilis (L.) Mill. (as plant),,E,n,A13EJ,4,true
A13KM,Ammi visnaga Lam. (as plant),,E,n,A135P,4,true
A13LL,Andromeda spp. (as plant),,E,n,A138Q,2,true
A13LZ,Angelica polymorpha Maxim. (as plant),,E,n,A135P,7,true
A13MV,Antirhea borbonica J.F.Gmel. (as plant),,E,n,A13CV,1,true
A13NK,Arenga pinnata (Wurmb) Merr. (as plant),,E,n,A135V,2,true
A13PD,Aristolochia rotunda L. (as plant),,E,n,A135X,11,true
A13PS,Artemisia cina Berg (as plant),,E,n,A136A,28,true
A13QA,Artemisia judaica L. (as plant),,E,n,A136A,34,true
A13QT,Asclepias curassavica L. (as plant),,E,n,A135Q,10,true
A13QX,Asclepias tuberosa L. (as plant),,E,n,A135Q,12,true
A13RN,Astracantha microcephala (Willd.) Podlech (as plant),,E,n,A138V,22,true
A13SG,Atropa belladonna L. (as plant),,E,n,A13DN,2,true
A13SZ,Badula ovalifolia A.DC. (as plant),,E,n,A13CL,10,true
A13TF,Bambusa bambos (L.) Voss (as plant),,E,n,A13CE,3,true
A13TL,Barringtonia asiatica (L.) Kurz (as plant),,E,n,A139T,1,true
A13TZ,Bergenia crassifolia (L.) Fritsch (as plant),,E,n,A13DF,2,true
A13VC,Betula alnoides Buch.-Ham. ex D.Don (as plant),,E,n,A136H,2,true
A13XZ,Bursera simaruba (L.) Sarg. (as plant),,E,n,A136N,4,true
A13YC,Butea superba Roxb. (as plant),,E,n,A138V,33,true
A13YJ,Caesalpinia pulcherrima (L.) Sw. (as plant),,E,n,A138V,37,true
A13YK,Caesalpinia sappan L. (as plant),,E,n,A138V,38,true
A13YX,Calophyllum tacamahaca Willd. (as plant),,E,n,A137H,2,true
A13ZD,Camphorosma monspeliaca L. (as plant),,E,n,A135J,10,true
A13ZS,Careya arborea Roxb. (as plant),,E,n,A139T,2,true
A140A,Cascabela thevetia (L.) Lippold (as plant),,E,n,A135Q,17,true
A140C,Casearia sylvestris Sw. (as plant),,E,n,A13CY,2,true
A141H,Cercis siliquastrum L. (as plant),,E,n,A138V,42,true
A142A,Chenopodium bonus-henricus L. (as plant),,E,n,A135J,14,true
A142E,Chiococca alba (L.) Hitchc. (as plant),,E,n,A13CV,5,true
A142S,Cicuta maculata L. (as plant),,E,n,A135P,19,true
A143D,Cinnamomum rigidissimum H.T.Chang (as plant),,E,n,A139S,9,true
A144B,Clematis hexapetala Pall. (as plant),,E,n,A13CR,31,true
A144E,Clematis recta L. (as plant),,E,n,A13CR,34,true
A145A,Cocculus orbiculatus DC. (as plant),,E,n,A13AM,7,true
A145B,Codiaeum variegatum (L.) Rumph. ex A.Juss. (as plant),,E,n,A138T,7,true
A145D,Coffea mauritiana Lam. (as plant),,E,n,A13CV,10,true
A145E,Cola ballayi Cornu ex Heckel (as plant),,E,n,A13AH,3,true
A145F,Colchicum autumnale L. (as plant),,E,n,A137J,1,true
A145V,Commiphora habessinica (O.Berg) Engl. (as plant),,E,n,A136N,10,true
A146L,Copaifera guyanensis Desf. (as plant),,E,n,A138V,48,true
A146Z,Cordia myxa L. (as plant),,E,n,A136L,11,true
A147A,Cordyline fruticosa (L.) A.Chev. (as plant),,E,n,A135Y,9,true
A147G,Cornus florida L. (as plant),,E,n,A137Q,1,true
A149S,Cyathula officinalis Kuan (as plant),,E,n,A135J,19,true
A14AA,Cyclanthera pedata (L.) Schrad. (as plant),,E,n,A137V,5,true
A14AX,Cytinus hypocistis (L.) L. (as plant),,E,n,A138C,1,true
A14CB,Delphinium staphisagria L. (as plant),,E,n,A13CR,47,true
A14CM,Dianthus caryophyllus L. (as plant),,E,n,A137D,4,true
A14CN,Dianthus chinensis L. (as plant),,E,n,A137D,5,true
A14CQ,Dicentra cucullaria (L.) Bernh. (as plant),,E,n,A13BQ,9,true
A14DG,Dioscorea bulbifera L. (as plant),,E,n,A138G,2,true
A14DR,Dipsacus laciniatus L. (as plant),,E,n,A137B,5,true
A14ED,Dracocephalum thymiflorum L. (as plant),,E,n,A139Q,19,true
A14EH,Drimia maritima (L.) Stearn (as plant),,E,n,A135Y,12,true
A14EK,Drosera anglica Huds. (as plant),,E,n,A138J,1,true
A14FG,Echinops sphaerocephalus L. (as plant),,E,n,A136A,78,true
A14FQ,Eleutherococcus spinosus (L.f.) S.Y. Hu (as plant),,E,n,A135T,3,true
A14GA,Ephedra distachya L. (as plant),,E,n,A138N,1,true
A14GE,Ephedra major Host. (as plant),,E,n,A138N,5,true
A14GR,Eranthis hyemalis (L.) Salisb. (as plant),,E,n,A13CR,48,true
A14HK,Erysimum diffusum Ehrh. (as plant),,E,n,A136M,7,true
A14HV,Eschscholzia californica Cham. (as plant),,E,n,A13BQ,10,true
A14HZ,Eucalyptus polybractea F.Muell ex R.T.Baker (as plant),,E,n,A13AY,3,true
A14KH,Euphorbia peplis L. (as plant),,E,n,A138T,34,true
A14KM,Euphorbia tithymaloides L. (as plant),,E,n,A138T,38,true
A14KX,Exostema sanctae-luciae (Kentish) Britten (as plant),,E,n,A13CV,14,true
A14LT,Ficus rubra Vahl (as plant),,E,n,A13AR,10,true
A14NK,Geranium pratense L. (as plant),,E,n,A139B,3,true
A14NP,Glaucium flavum Crantz (as plant),,E,n,A13BQ,14,true
A14PB,Gomphocarpus fruticosus (L.) W.T.Aiton (as plant),,E,n,A135Q,25,true
A14PL,Griffonia simplicifolia (M.Vahl x DC.) Baill. (as plant),,E,n,A138V,81,true
A14PM,Grindelia squarrosa (Pursh) Dunal (as plant),,E,n,A136A,90,true
A14PR,Guarea rusbyi (Britton) Rusby (as plant),,E,n,A13AL,6,true
A14QC,Haemadictyon spp. (as plant),,E,n,A135Q,26,true
A14QD,Haematoxylum campechianum L. (as plant),,E,n,A138V,82,true
A14QK,Harungana madagascariensis Lam. ex Poir. (as plant),,E,n,A139J,1,true
A14RG,Helleborus orientalis Lam. (as plant),,E,n,A13CR,53,true
A14RM,Hemidesmus indicus (L.) R. Br. ex Schult. (as plant),,E,n,A135Q,27,true
A14RR,Heracleum sphondylium L. (as plant),,E,n,A135P,38,true
A14RV,Hesperis matronalis L. (as plant),,E,n,A136M,11,true
A14SC,Hippomane mancinella L. (as plant),,E,n,A138T,41,true
A14SF,Holarrhena pubescens Wall. ex G.Don (as plant),,E,n,A135Q,29,true
A14SG,Holoptelea integrifolia (Roxb.) Planch. (as plant),,E,n,A13EB,1,true
A14TQ,Ilex aquifolium L. (as plant),,E,n,A135R,1,true
A14VG,Ipomoea jalapa (L.) Pursh (as plant),,E,n,A137N,14,true
A14VH,Ipomoea mauritiana Jacq. (as plant),,E,n,A137N,15,true
A14VQ,Ipomoea tricolor Cav. (as plant),,E,n,A137N,22,true
A14XK,Jumellea fragrans (Thouars) Schltr. (as plant),,E,n,A13BJ,5,true
A14XV,Jurinea macrocephala DC. (as plant),,E,n,A136A,104,true
A14YH,Kickxia spuria (L.) Dumort. (as plant),,E,n,A13CC,10,true
A14YJ,Knautia arvensis (L.) Coult. (as plant),,E,n,A137B,6,true
A14YY,Lappula squarrosa (Retz.) Dumort. (as plant),,E,n,A136L,17,true
A14ZP,Lawsonia inermis L. (as plant),,E,n,A13AE,4,true
A14ZQ,Ledum palustre L. (as plant),,E,n,A138Q,9,true
A14ZS,Leea guineensis G.Don. (as plant),,E,n,A13EF,5,true
A151A,Lilium lancifolium Thunb. (as plant),,E,n,A139Y,8,true
A152N,Luffa operculata (L.) Cogn. (as plant),,E,n,A137V,8,true
A152Y,Lycopus uniflorus Michx. (as plant),,E,n,A139Q,35,true
A153A,Lycoris spp. (as plant),,E,n,A135K,11,true
A153X,Malva neglecta Wallr. (as plant),,E,n,A13AH,12,true
A153Z,Mandragora officinarum L. (as plant),,E,n,A13DN,25,true
A154B,Matricaria matricarioides (Less.) Porter (as plant),,E,n,A136A,111,true
A154R,Menispermum canadense L. (as plant),,E,n,A13AM,12,true
A155E,Mesembryanthemum crystallinum L. (as plant),,E,n,A135E,2,true
A155G,Meum athamanticum Jacq. (as plant),,E,n,A135P,44,true
A155J,Mikania glomerata Spreng. (as plant),,E,n,A136A,112,true
A155N,Mimosa tenuiflora (Willd.) Poir. (as plant),,E,n,A138V,98,true
A156Y,Nepeta nuda L. (as plant),,E,n,A139Q,46,true
A158E,Oldenlandia corymbosa L. (as plant),,E,n,A13CV,24,true
A158G,Olea lancea Lam. (as plant),,E,n,A13BE,3,true
A158K,Onosma echioides (L.) L. (as plant),,E,n,A136L,20,true
A158L,Onosma hispida Wall. ex G. Don. (as plant),,E,n,A136L,21,true
A159A,Orchis purpurea Hudson (as plant),,E,n,A13BJ,7,true
A159E,Origanum vulgare L. (as plant),,E,n,A05PB,2,true
A159H,Ornithogalum thyrsoides Jacq. (as plant),,E,n,A135Y,17,true
A15BD,Pelargonium sidoides DC. (as plant),,E,n,A139B,9,true
A15BE,Pelargonium zonale (L.) L'Hér. (as plant),,E,n,A139B,10,true
A0E2H,Icelandic moss (as organism),,E,n,A05LN,1,true
A0ESZ,Flowers used as vegetables,,C,r,A0ESY,1,true
A0EVR,Dietary fibre,,C,d,A0EVE,4,true
A0DCN,Other procaryotes organisms,,P,r,A00VA,6,true
A0F3T,Preparations for food flavouring,,C,s,A04QQ,4,true
A0CYR,Cotton seeds (feed),,C,r,A0BEB,11,true
A0ESK,Pollen-related (as part-nature),,F,f,A0CEG,11,true
A0F3G,Mammals fat tissue,,P,r,A01TT,2,true
A13KD,Alpinia zerumbet (Pers.) B.L.Burtt & R.M.Sm (as plant),,E,n,A13EK,7,true
A13KP,Amomum tsao-ko Crevost & Lemarié (as plant),,E,n,A13EK,9,true
A13MZ,Aphanizomenon flos-aquae Ralfs ex Bornet & Flahault (as plant),,E,n,A13BB,1,true
A13VA,Bergenia pacumbis (Buch.-Ham. ex D. Don) C. Y. Wu & J. T. Pan (as plant),,E,n,A13DF,3,true
A141N,Chamaecrista absus (L.) H.S.Irwin & Barneby (as plant),,E,n,A138V,43,true
A142V,Cinchona micrantha Ruiz & Pav. (as plant),,E,n,A13CV,6,true
A146X,Cordia curassavica (Jacq.) Roem. & Schult. (as plant),,E,n,A136L,9,true
A14FH,Echinopsis pachanoi (Britton & Rose) Friedrich & G.D.Rowley (as plant),,E,n,A136R,2,true
A14QV,Helianthemum nummularium (Cav.) Losa & Rivas Goday (as plant),,E,n,A137F,4,true
A14ZF,Larrea tridentata (Ses. & Moc. ex DC.) Cov. (as plant),,E,n,A13EL,4,true
A150J,Leptospermum scoparium J.R.Forst. & G.Forst. (as plant),,E,n,A13AY,9,true
A151F,Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson (as plant),,E,n,A13ED,3,true
A0CVT,Dromedary milk,,C,r,A04HN,2,true
A0CYT,Fenugreek seed and similar-,,C,r,A017X,8,true
A0D9Z,Kapok and similar-,,C,r,A016L,4,true
A0DDV,Corn smuts,,E,r,A00TP,2,true
A0DEC,Palm hearts and similar-,,C,r,A00RR,9,true
A0DEG,Rhubarbs and similar-,,C,r,A00RR,7,true
A0DES,Cardoons and similar-,,C,r,A00RR,2,true
A0DFV,Azuki beans (with pods),,E,r,A00PC,1,true
A0DGH,Pot marigold (edible flowers),,C,r,A04LZ,2,true
A0DLJ,Liquid coffee concentrate,,E,d,A0C6A,5,true
A0DLP,Sweet corn and similar-,,C,r,A00HN,4,true
A0DMZ,Persian shallots,,E,r,A0DNB,3,true
A0DNA,French grey shallots,,E,r,A0DNB,2,true
A0DYA,Macadamias and similar-,,C,r,A014C,7,true
A0DYK,Cashew nuts and similar-,,C,r,A014C,3,true
A0ESV,Basils and mints,,C,r,A04MA,8,true
A0F4C,Ctenodrilidae (as animal),,H,n,A12HR,13,true
A0F4Q,Extruded breakfast cereal products,,C,d,A04QY,8,true
A0FHD,Mitsukurinidae (as animal),,P,n,A0FGV,3,true
A0FHS,Stegostomatidae (as animal),,P,n,A0FHR,1,true
A0G0A,Oxynotidae (as animal),,P,n,A0FVD,4,true
A0GGT,Electric rays (generic) (as animal),,P,n,A0GGS,1,true
A0GNL,Gars (generic) (as animal),,P,n,A0GNK,1,true
A0H0H,Chirocentridae (as animal),,P,n,A0GNY,6,true
A0HNR,Elopidae (as animal),,P,n,A0HNQ,1,true
A0HSL,Notosudidae (as animal),,P,n,A0HPE,10,true
A0J2P,Eurypharyngidae (as animal),,P,n,A0J2K,2,true
A0J3D,Characins (generic) (as animal),,P,n,A0J3C,1,true
A0JEL,Erythrinidae (as animal),,P,n,A0J3C,7,true
A0KSC,Balitoridae (as animal),,P,n,A0JPZ,6,true
A0KXQ,Diplomystidae (as animal),,P,n,A0KXP,1,true
A0M9J,Spaghetti eels (generic) (as animal),,P,n,A0M5Q,6,true
A0MLR,Halosaurs (generic) (as animal),,P,n,A0MLQ,1,true
A0MTS,Gadidae (as animal),,P,n,A050J,4,true
A0N3J,Melanonidae (as animal),,P,n,A050J,7,true
A0NCD,Lophotidae (as animal),,P,n,A0NBT,3,true
A0NPJ,"Cusk-eels, brotulas (generic) (as animal)",,P,n,A0NPH,1,true
A0P3T,Gibberichthyidae (as animal),,P,n,A0P0P,8,true
A0P5M,Grammicolepidids (generic) (as animal),,P,n,A0P4Y,2,true
A0P6A,Oreo dories (generic) (as animal),,P,n,A0P4Y,4,true
A0P9R,Bedotiidae (as animal),,P,n,A0P6V,3,true
A0T3M,Stargazers (generic) (as animal),,P,n,A0T0H,9,true
A0TXJ,Kraemeriidae (as animal),,P,n,A0T4T,4,true
A0VPH,Labrisomidae (as animal),,P,n,A0V8K,13,true
A0VRV,Scombrolabracidae (as animal),,P,n,A0V8K,15,true
A0X5E,Hoplichthyidae (as animal),,P,n,A0VSC,10,true
A0XBJ,Psychrolutidae (as animal),,P,n,A0VSC,16,true
A0XGJ,Snailfishes (generic) (as animal),,P,n,A0VSC,21,true
A0XLE,Zaniolepididae (as animal),,P,n,A0VSC,28,true
A0YPH,Gigantactinidae (as animal),,P,n,A0YJR,11,true
A0YQK,Lophichthyidae (as animal),,P,n,A0YJR,16,true
A0YRC,"Sharks, rays, skates, etc. (generic) (as animal)",,E,n,A134T,13,true
A0YSM,Anostraca (as animal),,H,n,A0BXN,2,true
A103K,Acanthochitonidae (as animal),,P,n,A102E,6,true
A12KF,Eunicidae (as animal),,P,n,A12HR,9,true
A12MA,Pallenopsidae (as animal),,P,n,A12LC,5,true
A13FT,Acokanthera schimperi (A.DC.) Schweinf. (as plant),,E,n,A135Q,1,true
A14AL,Cynanchum atratum Bunge (as plant),,E,n,A135Q,20,true
A14TV,Illicium anisatum L. (as plant),,E,n,A13DG,1,true
A150V,Ligusticum sinense Oliv. (as plant),,E,n,A135P,43,true
A0EYS,Smoked fish,,M,d,A02KB,7,true
A0F7R,Table-top sweeteners formulations,,M,s,A0BXX,3,true
A0CXR,Mace aril and similar-,,C,r,A01AT,1,true
A0DKS,Ginger shoots,,C,r,A00SF,6,true
A0DLL,Cauliflowers and similar-,,C,r,A00FL,2,true
A0EQN,Soft drinks with minor amounts of fruits or flavours,,M,s,A0F0J,2,true
A0EZE,Inulin and other polyfructoses,,M,d,A0BY6,6,true
A0F0H,Flowers or parts of flower used as spices or similar,,M,r,A0ESY,3,true
A0F5E,Gelatine,,C,d,A0EVD,4,true
A0FCA,Canned anchovies,,E,d,A0EYR,2,true
A0FDD,Dried shrimps and prawns,,E,d,A0EYY,1,true
A0YJR,Lophiiformes (as animal),,H,n,A0BXL,63,true
A164Q,MC-2.1.4   Carcases of pigs (Salmonella),,F,f,A163S,34,true
A164T,"MC-2.1.1   Carcases of cattle, sheep, goats and horses",,F,f,A163S,31,true
A164Z,"MC-1.27    Fishery products which have undergone enzyme maturation treatment in brine, manufactured from fish species associated with a high amount of histidine",,F,f,A163S,27,true
A165F,"MC-1.21    Cheeses, milk powder and whey powder, as referred to in the coagulase-positive staphylococci criteria in Chapter 2.2 of this Annex",,F,f,A163S,21,true
A165G,MC-1.20    Unpasteurised fruit and vegetable juices (ready-to-eat),,F,f,A163S,20,true
A165J,MC-1.18    Sprouted seeds (ready-to-eat),,F,f,A163S,18,true
A165L,MC-1.16    Cooked crustaceans and molluscan shellfish,,F,f,A163S,16,true
A165X,MC-1.7      Mechanically separated meat (MSM),,F,f,A163S,7,true
A0EXL,"Vitamin E      (tocopherols, tocotrienols)",,C,d,A0EVG,12,true
A0EXZ,"Vitamin A     (retinol, carotenoids)",,C,d,A0EVG,1,true
A13FL,Achillea erba-rotta subsp. moschata (Wulfen) I.Richardson (as plant),,E,n,A136A,5,true
A13NJ,Ardisia japonica (Thunb.) Blume (as plant),,E,n,A13CL,2,true
A13SM,Baccharis crispa Spreng. (as plant),,E,n,A136A,46,true
A13XG,Brunfelsia chiricaspi Plowman (as plant),,E,n,A13DN,6,true
A147P,Corydalis intermedia (L.) Merat. (as plant),,E,n,A13BQ,5,true
A14AE,Cymbopogon flexuosus (Nees ex Steud.) W.Watson (as plant),,E,n,A13CE,5,true
A14ZK,Lavandula angustifolia Mill. (as plant),,E,n,A05NV,1,true
A14ZM,Lavandula pedunculata (Mill.) Cav. (as plant),,E,n,A05NV,3,true
A150Q,Licaria puchury-major (Mart.) Kosterm. (as plant),,E,n,A139S,16,true
A06FK,Processed cereal-based food for infants and young children (as part-nature),,C,f,A06FF,3,true
A06JK,Semisolid-semiliquid,,F,f,A0B8Z,3,true
A06XX,In sweetened salt brine,,F,f,A06XT,2,true
A06YS,0.9 % fat,,F,f,A0B92,10,true
A06ZB,1.6 % fat,,F,f,A0B92,17,true
A06ZD,1.8 % fat,,F,f,A0B92,19,true
A06ZE,1.9 % fat,,F,f,A0B92,20,true
A06ZH,2.2 % fat,,F,f,A0B92,23,true
A06ZQ,2.9 % fat,,F,f,A0B92,30,true
A06ZT,3.2 % fat,,F,f,A0B92,33,true
A070H,4.4 % fat,,F,f,A0B92,45,true
A070L,4.7 % fat,,F,f,A0B92,48,true
A070N,4.9 % fat,,F,f,A0B92,50,true
A070P,5 % fat,,F,f,A0B92,51,true
A073K,22 % fat,,F,f,A0B92,113,true
A073L,23 % fat,,F,f,A0B92,114,true
A073R,28 % fat,,F,f,A0B92,119,true
A074F,40 % fat,,F,f,A0B92,131,true
A074K,44 % fat,,F,f,A0B92,135,true
A074R,50 % fat,,F,f,A0B92,141,true
A074T,52 % fat,,F,f,A0B92,143,true
A075A,57 % fat,,F,f,A0B92,148,true
A075B,58 % fat,,F,f,A0B92,149,true
A075E,61 % fat,,F,f,A0B92,152,true
A075M,68 % fat,,F,f,A0B92,159,true
A075N,69 % fat,,F,f,A0B92,160,true
A076A,79 % fat,,F,f,A0B92,170,true
A076B,80 % fat,,F,f,A0B92,171,true
A076K,88 % fat,,F,f,A0B92,179,true
A077A,Full fat,,F,f,A0CJC,2,true
A077F,Single cream,,F,f,A0CJC,7,true
A077Z,0.9 % alcohol v/v,,F,f,A0B94,10,true
A078E,1.4 % alcohol v/v,,F,f,A0B94,15,true
A078G,1.6 % alcohol v/v,,F,f,A0B94,17,true
A079D,3.5 % alcohol v/v,,F,f,A0B94,36,true
A079L,4.2 % alcohol v/v,,F,f,A0B94,43,true
A079Q,4.6 % alcohol v/v,,F,f,A0B94,47,true
A079Z,5.3 % alcohol v/v,,F,f,A0B94,54,true
A07AJ,6.2 % alcohol v/v,,F,f,A0B94,63,true
A07BJ,8.4 % alcohol v/v,,F,f,A0B94,85,true
A07BZ,9.7 % alcohol v/v,,F,f,A0B94,98,true
A07CA,9.8 % alcohol v/v,,F,f,A0B94,99,true
A07CF,13 % alcohol v/v,,F,f,A0B94,104,true
A07DH,37 % alcohol v/v,,F,f,A0B94,128,true
A07DJ,38 % alcohol v/v,,F,f,A0B94,129,true
A07EA,52 % alcohol v/v,,F,f,A0B94,143,true
A07EF,57 % alcohol v/v,,F,f,A0B94,148,true
A07EH,59 % alcohol v/v,,F,f,A0B94,150,true
A07ES,68 % alcohol v/v,,F,f,A0B94,159,true
A07EZ,73 % alcohol v/v,,F,f,A0B94,164,true
A07FX,93 % alcohol v/v,,F,f,A0B94,184,true
A07GC,98 % alcohol v/v,,F,f,A0B94,189,true
A07GN,Bain-marie cooking (in water bath),,C,f,A0BA1,4,true
A07GQ,Pressure cooking,,E,f,A07GP,1,true
A07HS,"Raw, no heat treatment",,C,f,A0C0Q,1,true
A07HV,Pasteurisation,,C,f,A07HR,2,true
A07HZ,Statical sterilisation (in batch or package),,C,f,A07HR,5,true
A07JD,Micro-filtering,,C,f,A07JB,8,true
A07JF,Brushing,,C,f,A07JB,4,true
A07JL,Modification with chemical and biological agents,,H,f,A0B95,8,true
A07JM,Acidifying,,C,f,A0C0P,2,true
A07KK,Sun drying,,E,f,A07KG,4,true
A07KQ,Freezing,,C,f,A07KN,2,true
A07KS,Physical division / dimension reduction,,H,f,A0B95,2,true
A07KT,Portioning,,C,f,A07KS,1,true
A07KY,Mincing / chopping / cutting,,C,f,A07KS,4,true
A07LD,Physico-chemical modification,,H,f,A0B95,9,true
A07MD,Ultra-filtration,,C,f,A07MB,5,true
A07MP,Addition of water,,H,f,A0B95,11,true
A07MS,Soaking,,C,f,A07MP,3,true
A07NK,"Bag, sack or pouch",,F,f,A0B97,1,true
A07NZ,Flexible formed container,,F,f,A0B97,14,true
A07PD,Ceramic or earthenware,,F,f,A0B98,1,true
A07PH,Aluminium,,F,f,A07PG,1,true
A07PJ,Steel plate,,F,f,A07PG,2,true
A07PV,Laminated paperboard–plastic-metal,,F,f,A07PS,3,true
A07PY,Wax,,F,f,A0B98,7,true
A07RE,With cob,,F,f,A0F1P,3,true
A07RK,W/o decayed leaves,,F,f,A0F1P,8,true
A07SB,Hydroponic growing condition,,F,f,A0B9A,7,true
A07SN,Prepared at bar,,F,f,A07SK,3,true
A07SR,Street vendor prepared and/or sold,,F,f,A0B9B,5,true
A07SV,Prepared by friends,,F,f,A07SS,2,true
A07TL,Children food,,F,f,A07TD,3,true
A07TY,Cattle feed,,F,f,A07TX,1,true
A07VR,Intended to be eaten raw,,F,f,A0B9D,3,true
A07VZ,Containing raw cream,,F,f,A0B9E,3,true
A07XA,Containing heat-treated cream,,F,f,A0B9E,4,true
A07XC,Made with raw eggs,,F,f,A0B9E,6,true
A066N,Plant commodities (as part-nature),,H,f,A066M,1,true
A06AZ,Milk (as part-nature),,C,f,A06AY,1,true
A06BS,Egg mixed whole (as part-nature),,C,f,A06BQ,2,true
A06BT,Egg yolk (as part-nature),,C,f,A06BQ,3,true
A06CA,Water (as part-nature),,C,f,A0ENR,1,true
A06DB,Yeast leavened bread doughs (as part-nature),,C,f,A06DA,1,true
A06DC,Yeast leavened sweet doughs (as part-nature),,C,f,A06DA,2,true
A06EG,Syrup (as part-nature),,C,f,A06EC,3,true
A06EH,Polyol (as part-nature),,C,f,A06EC,4,true
A06EM,Chocolate imitate product (as part-nature),,C,f,A06EJ,3,true
A0B8L,Gluten free,,F,f,A0CJE,1,true
A0BA6,In modified atmosphere,,F,f,A0B91,17,true
A0BA8,Ethanol 10 % (v/v) (Food Simulant A),,C,g,A0BA7,1,true
A0BAG,Composite (recipe based) food classes (including some strictly related RPCs or RPC derivatives),,H,g,A0B6Z,9,true
A0BBA,Cereal grains and products derived thereof (feed),,P,g,A0BB9,1,true
A0BBD,Barley hulls (feed),,C,d,A0BBA,6,true
A0BBE,Barley middlings (feed),,C,d,A0BBA,7,true
A0BED,Camelina seed (feed),,C,r,A0BEB,2,true
A0BEJ,"Cocoa bean meal, partially decorticated (feed)",,C,d,A0BEB,7,true
A0BEL,"Copra, hydrolysed expeller (feed)",,C,d,A0BEB,9,true
A0BHV,Dried chicory pulp (feed),,C,d,A0BH7,27,true
A0BJ1,Oligofructose syrup (feed),,C,d,A0BH7,32,true
A0BJ2,"Oligofructose, dried (feed)",,C,d,A0BH7,33,true
A0BLB,"Lucerne, high temperature dried; [Alfalfa, high temperature dried] (feed)",,C,d,A0BKT,16,true
A0BLL,Algae (feed),,C,g,A0BLK,1,true
A0BLM,Dried algae (feed),,C,d,A0BLK,2,true
A0BMF,Colostrum/colostrum powder (feed),,C,d,A0BM9,6,true
A0BMP,Milk retentate / Milk retentate powder (feed),,C,d,A0BM9,16,true
A0BMR,Delactosed whey/ Delactosed whey powder (feed),,C,d,A0BM9,18,true
A0BMX,Whey retentate / whey retentate powder (feed),,C,d,A0BM9,22,true
A0BND,Albumen (feed),,C,d,A0BMY,16,true
A0BP5,Calcium carbonate; [Limestone] (feed),,C,d,A0BP4,1,true
A0BPP,Magnesium sulphate anhydrous (feed),,C,d,A0BP4,20,true
A0BPV,Magnesium potassium sulphate (feed),,C,d,A0BP4,25,true
A0BRC,Protein from Methylophilus methylotrophus (feed),,C,d,A0BRA,2,true
A0BRE,Bacterial protein from Escherichia coli (feed),,C,d,A0BRA,4,true
A0BRX,Products from the confectionery industry (feed),,C,g,A0BRR,4,true
