code,name,shortName,detailLevel,termType,parentCode,order,reportable
A17XE,American Golden Plover (as animal),,E,n,A18JT,1,true
A17ZN,True owls (as animal),,E,n,A0CSX,3,true
A180K,Horned Lark (as animal),,E,n,A18JE,3,true
A184R,Eurasian Siskin (as animal),,E,n,A16CV,8,true
A171Q,Black-browed albatross (as animal),,E,n,A187T,3,true
A173A,Pygmy Cormorant (as animal),,E,n,A18KZ,1,true
A173R,Hamerkop (as animal),,E,n,A187S,4,true
A174B,Lesser Flamingo (as animal),,E,n,A187Z,3,true
A175G,Little Egret (as animal),,E,n,A17RQ,4,true
A176P,Black-footed Albatross (as animal),,E,n,A187T,1,true
A176R,Trindade Petrel (as animal),,E,n,A187V,11,true
A176S,Kermadec Petrel (as animal),,E,n,A187V,12,true
A171E,Pinus cembra L. (as plant),,E,n,A13BZ,12,true
A174Z,Wood Duck (as animal),,E,n,A188A,18,true
A175E,Ruddy Shelduck (as animal),,E,n,A188A,21,true
A175J,Common Eider (as animal),,E,n,A189D,1,true
A175P,Common Merganser (as animal),,E,n,A17RY,1,true
A176D,Green Sandpiper (as animal),,E,n,A188G,4,true
A176J,Green garlic,,E,r,A00GY,3,true
A176V,Blepharis capensis (L.f.) Pers. (as plant),,E,n,A134X,10,true
A177S,Conioselinum vaginatum (Spreng.) Thell. (as plant),,E,n,A135P,65,true
A177T,Ligusticum porteri J.M.Coult. & Rose (as plant),,E,n,A135P,66,true
A178T,Pulicaria dysenterica (L.) Gaertn. (as plant),,E,n,A136A,167,true
A178Z,Gnaphalium uliginosum L. (as plant),,E,n,A136A,171,true
A179C,Bidens tripartita L. (as plant),,E,n,A136A,174,true
A179F,Grindelia hirsutula Hook. & Arn. (as plant),,E,n,A136A,177,true
A179H,Baccharis coridifolia DC. (as plant),,E,n,A136A,179,true
A179M,Dolomiaea souliei (Franch.) C.Shih (as plant),,E,n,A136A,183,true
A17AS,Terminalia citrina Roxb. ex Fleming (as plant),,E,n,A137K,7,true
A17BD,Artemisia nitida Bertol. (as plant),,E,n,A136A,189,true
A17BQ,Sedum telephium L. (as plant),,E,n,A137T,11,true
A17CD,Dipterocarpus retusus Blume (as plant),,E,n,A138H,5,true
A17CJ,Eucommia ulmoides Oliv. (as plant),,E,n,A170A,1,true
A17CK,Euphorbia hirta L. (as plant),,E,n,A138T,56,true
A17DG,Iris pallida Lam. (as plant),,E,n,A139L,6,true
A17DJ,Scutellaria lateriflora L. (as plant),,E,n,A139Q,83,true
A17EB,Beilschmiedia miersii (Gay) Kosterm. (as plant),,E,n,A139S,24,true
A17EG,Beilschmiedia alloiophylla (Rusby) Kosterm. (as plant),,E,n,A139S,29,true
A17FA,Copaifera martii Hayne (as plant),,E,n,A138V,161,true
A17FM,Soymida febrifuga (Roxb.) A. Juss. (as plant),,E,n,A13AL,14,true
A17GA,Fraxinus excelsior L. (as plant),,E,n,A13BF,9,true
A17GG,Harpagophytum procumbens (Burch.) DC. ex Meisn. (as plant),,E,n,A13BT,3,true
A17GQ,Abies spectabilis (D.Don) Mirb. (as plant),,E,n,A13BZ,18,true
A17HC,Plantago media L. (as plant),,E,n,A13CC,19,true
A17HD,Globularia vulgaris L. (as plant),,E,n,A13CC,20,true
A17HL,Polygala amara L. (as plant),,E,n,A13CG,5,true
A17HR,Polytrichum commune Hedw. (as plant),,E,n,A170F,1,true
A17JE,Rubus cochinchinensis Tratt. (as plant),,E,n,A13CT,33,true
A17KB,Populus balsamifera L. (as plant),,E,n,A13CY,12,true
A17KC,Populus x jackii Sarg. (as plant),,E,n,A13CY,13,true
A17KJ,Pouteria lucuma (Ruiz & Pav.) Kuntze (as plant),,E,n,A13DC,7,true
A17KS,Scrophularia umbrosa Dumort. (as plant),,E,n,A13DH,10,true
A176N,Ratite (as animal),,P,n,A057X,33,true
A176M,Moringa infusion material,,E,r,A0D1Y,4,true
A170E,Nartheciaceae - family (as plant),,H,n,A134V,139,true
A171J,Yellow-billed Loon (as animal),Yellow-billed Loon (as animal),E,n,A17NV,4,true
A172K,White-faced Storm-Petrel (Cape Verde) (as animal),,E,n,A18KV,2,true
A173H,Cattle Egret (as animal),Cattle Egret (as animal),E,n,A18JM,6,true
A173Q,Goliath Heron (as animal),,E,n,A17NZ,2,true
A187P,Suliformes (as animal),,E,n,A057X,25,true
A187R,Phoenicopteriformes (as animal),,E,n,A057X,18,true
A18BR,Armadillos (as animal),,E,n,A056H,22,true
A18CG,Patawa (as plant),,E,n,A05SQ,10,true
A188P,Dendrocopos (as animal),,E,n,A188D,1,true
A189G,Baikal teal (as animal),,E,n,A188A,11,true
A189L,Red-necked Nightjar (as animal),,E,n,A188L,1,true
A189T,Melodious Warbler (as animal),,E,n,A188S,1,true
A18BL,Spiral wrack (as organism),,E,n,A0B6R,3,true
A185V,Shrimp sauce,,C,s,A0EZD,8,true
A189A,Perdix (as animal),,E,n,A188Z,2,true
A18AN,Balearic shearwater (as animal),,E,n,A17SC,1,true
A18AY,"Cheese, brick",,E,d,A02RJ,9,true
A18BN,Weda,,E,n,A01LV,4,true
A187V,Petrels and Shearwaters (as animal),Petrels and Shearwaters (as animal),E,n,A187Q,4,true
A18AK,Willow Warbler (Northern) (as animal),,E,n,A183A,2,true
A18CX,Spiraea cantoniensis Lour. (as plant),,E,n,A13CT,25,true
A18DB,Sarcocephalus pobeguinii Hua ex Pobég. (as plant),,E,n,A13CV,37,true
A18DV,Freshwater fish feed,,F,f,A07TZ,3,true
A18EJ,Fattening chicken feed,,F,f,A18EH,1,true
A18FH,With hepatopancreas,,F,f,A07QN,1,true
A18FX,Marine mammals fat tissue,,C,r,A0F3G,12,true
A18GC,Juvenile - new born,Juvenile - new born,F,f,A18GA,2,true
A18GE,Adult,Adult,F,f,A18GA,4,true
A18JL,Swifts (as animal),Swifts (as animal),E,n,A057X,29,true
A18HE,Cuckoos (as animal),Cuckoos (as animal),E,n,A187L,1,true
A18HT,Rollers (as animal),Rollers (as animal),E,n,A18HR,2,true
A18KF,Grassbirds (as animal),Grassbirds (as animal),E,n,A0CDR,9,true
A18KP,Northern Storm Petrels (as animal),Northern Storm Petrels (as animal),E,n,A187Q,3,true
A18HH,Amazon Parrots (as animal),Amazon Parrots (as animal),E,n,A18HG,1,true
A18KE,Poecile (as animal),Poecile (as animal),E,n,A18KC,3,true
A18LA,Eleonora's Falcon (as animal),Eleonora's Falcon (as animal),E,n,A17RR,11,true
A18LE,Red-billed Leiothrix (as animal),Red-billed Leiothrix (as animal),E,n,A18LD,1,true
A18GN,Italian honey bee,Italian honey bee,E,n,A04TJ,4,true
A18GQ,Cretan honey bee,Cretan honey bee,E,n,A04TJ,6,true
A0ELD,Fruits used as oil source (as part-nature),,C,f,A067D,3,true
A0ELH,Stalks/canes for sugar (as part-nature),,C,f,A067S,2,true
A0ELY,Candied or sugar preserved nuts (as part-nature),,C,f,A0ELX,1,true
A0EMC,Fruit or fruit-vegetable puree (as part-nature),,C,f,A068P,6,true
A0EMN,Dried meat (as part-nature),,C,f,A0EML,5,true
A0ENG,Margarine (as part-nature),,C,f,A06ET,2,true
A0ENV,Isotonic/sport drink (as part-nature),,E,f,A06HK,2,true
A0EPC,Relishes (as part-nature),,H,f,A06HF,4,true
A0EPV,Puffs/curls-type extruded snack (as part-nature),,C,f,A06EA,2,true
A0EPY,Sucrose (as part-nature),,C,f,A06EE,1,true
A0F0D,Aromatic flowers (as part-nature),,C,f,A067B,2,true
A0ENF,Sweet bars and other formed sweet masses (as part-nature),,C,f,A06EJ,5,true
A0EQC,Chemical elements (as part-nature),,C,f,A0EQB,2,true
A0F0X,Fermented/pickled/marinated vegetables (as part-nature),,C,f,A0ERR,2,true
A0D0R,"Blond psyllium (infusion seeds, husks)",,E,r,A03JY,1,true
A0D9J,Coffee beans and similar-,,C,r,A04JB,1,true
A0DDH,Other cultivated fungi,,E,r,A00TP,15,true
A0E0S,Aronia (purple) (as plant),,E,n,A05YP,8,true
A0E3M,Sea kale (as plant),,E,n,A05BM,4,true
A0E3X,Common honeybush tea (as plant),,E,n,A0E4B,4,true
A0EBB,Cinnamon rose (as plant),,E,n,A065T,2,true
A0F5N,Grandidier's baobab (as plant),,E,n,A0F5L,1,true
A0E2Y,Sweetie (as plant),,E,n,A05VV,4,true
A0E3S,Butternut squash (as plant),,E,n,A05CZ,5,true
A0E5K,Salal (as plant),,E,n,A05YP,12,true
A0E6L,Eastern black walnut (as plant),,E,n,A05RQ,2,true
A0E7Y,Myrtle berry (as plant),,E,n,A05YP,22,true
A0EBP,Greek sage (as plant),,E,n,A05PL,2,true
A0EEJ,Sweet violet (as plant),,E,n,A065Q,3,true
A0EER,Japanese pepper fruit (as plant),,E,n,A05TJ,2,true
A0EES,Sweet corn (as plant),,E,n,A059G,1,true
A0EVV,Omega-3 fatty acids,,C,d,A0EVS,1,true
A0EXH,Calcium,,C,d,A0EVF,2,true
A0EYF,Mammals meat,,P,r,A0EYH,1,true
A0F5B,Green cabomba (as plant),,E,n,A0F5A,1,true
A12EJ,Xenophyophores - monothalamous foraminifera (as animal),,H,n,A054M,2,true
A13FA,Acalypha aristata Kunth. (as plant),,E,n,A138T,2,true
A13FK,Achillea biebersteinii Afan. (as plant),,E,n,A136A,4,true
A13FY,Aconitum ferox Wall. ex Ser. (as plant),,E,n,A13CR,3,true
A13GA,Aconitum lycoctonum L. (as plant),,E,n,A13CR,5,true
A13GC,Aconitum tauricum Wulf. (as plant),,E,n,A13CR,7,true
A13GD,Aconitum variegatum L. (as plant),,E,n,A13CR,8,true
A13GF,Acorus calamus L. var.angustatus Bess (as plant),,E,n,A134Z,2,true
A13GG,Acorus gramineus Sol. (as plant),,E,n,A134Z,3,true
A13HB,Aerva lanata (L.) Juss. (as plant),,E,n,A135J,3,true
A13JC,Ajuga chamaepitys (L.) Schreb. (as plant),,E,n,A139Q,4,true
A13JF,Akebia spp. (as plant),,E,n,A139R,1,true
A13KC,Alpinia oxyphylla Miq. (as plant),,E,n,A13EK,6,true
A13KJ,Amaryllis spp. (as plant),,E,n,A135K,3,true
A13KS,Ampelopsis japonica (Thunb.) Makino (as plant),,E,n,A13EF,1,true
A13LC,Anagyris foetida L. (as plant),,E,n,A138V,17,true
A13LF,Anchusa arvensis (L.) M.Bieb. (as plant),,E,n,A136L,3,true
A13LG,Anchusa azurea Mill. (as plant),,E,n,A136L,4,true
A13LN,Anemone chinensis Bunge (as plant),,E,n,A13CR,18,true
A13MF,Aniba rosaeodora Ducke (as plant),,E,n,A139S,2,true
A13MJ,Anredera baselloides (Kunth) Baill. (as plant),,E,n,A136E,1,true
A13MM,Anthemis cotula L. (as plant),,E,n,A136A,16,true
A13MN,Anthoxanthum odoratum L. (as plant),,E,n,A13CE,1,true
A13PV,Artemisia frigida Willd. (as plant),,E,n,A136A,30,true
A13PY,Artemisia glacialis L. (as plant),,E,n,A136A,32,true
A13QD,Artemisia pallens DC. (as plant),,E,n,A136A,37,true
A13QL,Arum italicum Mill. (as plant),,E,n,A135S,6,true
A13QZ,Asparagus racemosus Willd. (as plant),,E,n,A135Y,5,true
A13RH,Asplenium trichomanes L. (as plant),,E,n,A135Z,3,true
A13RP,Astragalus complanatus Bunge (as plant),,E,n,A138V,23,true
A13RQ,Astragalus glycyphyllos L. (as plant),,E,n,A138V,24,true
A13SB,Atractylis gummifera L. (as plant),,E,n,A136A,42,true
A13TB,Balduina angustifolia (Pursh) B.L.Rob. (as plant),,E,n,A136A,50,true
A13TP,Bauhinia variegata L. (as plant),,E,n,A138V,31,true
A13TY,Bergenia ciliata (Haw.) Sternb. (as plant),,E,n,A13DF,1,true
A13VG,Boerhavia diffusa L. (as plant),,E,n,A13BC,1,true
A13YE,Buxus sempervirens L. (as plant),,E,n,A136Q,1,true
A13YV,Calophyllum calaba L. (as plant),,E,n,A137H,1,true
A13ZB,Calystegia sepium R.Br. (as plant),,E,n,A137N,3,true
A13ZY,Carya alba (L.) Nutt. ex Elliott (as plant),,E,n,A139M,1,true
A140Q,Centaurea behen L. (as plant),,E,n,A136A,56,true
A140S,Centaurea calcitrapa L. (as plant),,E,n,A136A,58,true
A140Y,Centaurium littorale (Turner) Gilmour (as plant),,E,n,A139A,1,true
A141C,Cephalanthus occidentalis L. (as plant),,E,n,A13CV,4,true
A142H,Chlorophytum tuberosum (Roxb.) Baker (as plant),,E,n,A135Y,7,true
A142J,Chondrodendron microphyllum (Eichl.) Moldenke (as plant),,E,n,A13AM,3,true
A142R,Cibotium barometz (L.) J. Sm. (as plant),,E,n,A138E,1,true
A142Y,Cinchona officinalis L. (as plant),,E,n,A13CV,8,true
A143A,Cinnamomum camphora (L.) J.Presl. (as plant),,E,n,A139S,6,true
A143E,Cinnamomum septentrionale Hand.-Mazz. (as plant),,E,n,A139S,10,true
A143H,Cirsium arvense (L.) Scop. (as plant),,E,n,A136A,67,true
A143M,Cissus quadrangularis L. (as plant),,E,n,A13EF,3,true
A143S,Cistus ladanifer L. (as plant),,E,n,A137F,2,true
A143T,Cistus monspeliensis L. (as plant),,E,n,A137F,3,true
A143V,Citrullus colocynthis (L.) Schrad. (as plant),,E,n,A137V,4,true
A144A,Clematis flammula L. (as plant),,E,n,A13CR,30,true
A144C,Clematis mauritiana Lam. (as plant),,E,n,A13CR,32,true
A144J,Clematis vitalba L. (as plant),,E,n,A13CR,38,true
A144L,Clerodendrum infortunatum L. (as plant),,E,n,A139Q,8,true
A145T,Commiphora gileadensis (L.) C. Chr. (as plant),,E,n,A136N,9,true
A146K,Convolvulus scoparius L.f. (as plant),,E,n,A137N,7,true
A146S,Coptis teeta Wall. (as plant),,E,n,A13CR,44,true
A147Q,Corydalis solida (L.) Clairv. (as plant),,E,n,A13BQ,6,true
A147X,Cosmos bipinnatus Cav. (as plant),,E,n,A136A,71,true
A148F,Crescentia cujete L. (as plant),,E,n,A136J,2,true
A148G,Crinum asiaticum L (as plant),,E,n,A135K,5,true
A148J,Crotalaria sessiliflora L. (as plant),,E,n,A138V,53,true
A148P,Croton lechleri Müll.Arg. (as plant),,E,n,A138T,10,true
A148Q,Croton mauritianus Lam. (as plant),,E,n,A138T,11,true
A149A,Cunila microcephala Benth. (as plant),,E,n,A139Q,17,true
A149T,Cybistax antisyphilitica (Mart.) Mart. (as plant),,E,n,A136J,3,true
A149X,Cycas revoluta Thunb. (as plant),,E,n,A137Z,2,true
A14AD,Cyclospermum leptophyllum (Pers.) Eichler (as plant),,E,n,A135P,24,true
A14AJ,Cymbopogon schoenanthus (L.) Spreng. (as plant),,E,n,A13CE,9,true
A14AS,Cyperus longus L. (as plant),,E,n,A138B,1,true
A14BB,Dactylis glomerata L. (as plant),,E,n,A13CE,12,true
A14BC,Daemonorops draco (Willd.) Blume (as plant),,E,n,A135V,6,true
A14BF,Dalechampia scandens L. (as plant),,E,n,A138T,13,true
A14BL,Daphne mezereum L. (as plant),,E,n,A13DY,4,true
A14BT,Decodon verticillatus (L.) Elliott (as plant),,E,n,A13AE,1,true
A14BZ,Delosperma spp. (as plant),,E,n,A135E,1,true
A14CE,Derris malaccensis Prain (as plant),,E,n,A138V,64,true
A14CV,Dicypellium caryophyllatum (Mart.) Nees (as plant),,E,n,A139S,15,true
A14EX,Duboisia leichhardtii (F.Muell.) F.Muell. (as plant),,E,n,A13DN,18,true
A14FD,Echinodorus macrophyllus (Kunth) Micheli (as plant),,E,n,A135F,2,true
A14FP,Eleutherococcus nodiflorus (Dunn) S.Y.Hu (as plant),,E,n,A135T,2,true
A14FR,Elytrigia repens Desv. (as plant),,E,n,A13CE,13,true
A14GK,Equisetum fluviatile L. (as plant),,E,n,A138P,1,true
A14HE,Eryngium aquaticum L. (as plant),,E,n,A135P,26,true
A14JL,Euphorbia antiquorum L. (as plant),,E,n,A138T,15,true
A14JR,Euphorbia cotinifolia L. (as plant),,E,n,A138T,20,true
A14KP,Euryale ferox Salisb. (as plant),,E,n,A13BD,1,true
A14LB,Fallopia multiflora (Thunb.) Haraldson (as plant),,E,n,A13CH,3,true
A14LC,Fallopia sachalinensis (F.Schmidt) Ronse Decr. (as plant),,E,n,A13CH,4,true
A14LM,Ficaria verna Huds. (as plant),,E,n,A13CR,49,true
A14LX,Flueggea suffruticosa (Pall.) Baill. (as plant),,E,n,A13BV,1,true
A14MX,Garcinia morella (Gaertn.) Desr. (as plant),,E,n,A137H,7,true
A14NJ,Gentiana scabra Bunge (as plant),,E,n,A139A,5,true
A14NX,Globularia alypum L. (as plant),,E,n,A13CC,8,true
A14NY,Gloriosa superba L. (as plant),,E,n,A137J,5,true
A14PZ,Gymnosporia senegalensis (Lam.) Loes. (as plant),,E,n,A137E,7,true
A14RA,Heliotropium arborescens L. (as plant),,E,n,A136L,14,true
A14RK,Helminthostachys spp. (as plant),,E,n,A13BH,1,true
A14RS,Hernandia sonora L. (as plant),,E,n,A139G,1,true
A14SL,Hoslundia opposita Vahl (as plant),,E,n,A139Q,22,true
A14SN,Hunnemannia fumariifolia Sweet (as plant),,E,n,A13BQ,15,true
A14SV,Hydnocarpus anthelminticus Pierre ex Laness. (as plant),,E,n,A134Y,2,true
A14TC,Hymenaea courbaril L. (as plant),,E,n,A138V,85,true
A14VM,Ipomoea purga (Wender.) Hayne (as plant),,E,n,A137N,19,true
A14XB,Jasminum grandiflorum L. (as plant),,E,n,A13BF,4,true
A14XE,Jatropha gossypiifolia L. (as plant),,E,n,A138T,44,true
A14XL,Juncus effusus L. (as plant),,E,n,A139N,1,true
A14XM,Juniperus drupacea Labill. (as plant),,E,n,A137X,3,true
A14XQ,Juniperus procera Hochst. ex Endl. (as plant),,E,n,A137X,6,true
A14XT,Juniperus virginiana L. (as plant),,E,n,A137X,9,true
A14YN,Lactuca indica L. (as plant),,E,n,A136A,105,true
A14ZN,Lavandula stoechas L. (as plant),,E,n,A05NV,4,true
A150A,Leonurus sibiricus L. (as plant),,E,n,A139Q,31,true
A150K,Leucaena leucocephala (Lam.) de Wit (as plant),,E,n,A138V,88,true
A150L,Leucanthemum vulgare Lam. (as plant),,E,n,A136A,109,true
A151L,Lippia sidoides Cham. (as plant),,E,n,A13ED,8,true
A151X,Lobelia erinus L. (as plant),,E,n,A136V,4,true
A152D,Lonchocarpus nicou (Aubl.) DC. (as plant),,E,n,A138V,89,true
A152F,Lonicera japonica Thunb. (as plant),,E,n,A137B,8,true
A152S,Lupinus reflexus Rose (as plant),,E,n,A138V,92,true
A152V,Lycopus europaeus L. (as plant),,E,n,A139Q,33,true
A152Z,Lycopus virginicus L. (as plant),,E,n,A139Q,36,true
A153E,Macadamia ternifolia F.Muell. (as plant),,E,n,A05RH,1,true
A154A,Marrubium peregrinum L. (as plant),,E,n,A139Q,37,true
A154K,Melaleuca quinquenervia (Cav.) S.T.Blake (as plant),,E,n,A13AY,13,true
A154P,Melilotus altissimus Thuill. (as plant),,E,n,A138V,95,true
A155F,Mesua ferrea L. (as plant),,E,n,A136S,1,true
A155Q,Mimusops elengi L. (as plant),,E,n,A13DC,4,true
A156F,Mosla chinensis Maxim. (as plant),,E,n,A139Q,44,true
A156K,Mussaenda arcuata Poir. (as plant),,E,n,A13CV,23,true
A156L,Mycelis muralis (L.) Dumort. (as plant),,E,n,A136A,116,true
A156P,Myrica cerifera L. (as plant),,E,n,A13AV,1,true
A156X,Nemuaron humboldtii (as plant),,E,n,A136B,3,true
A157B,Neurolaena lobata (L.) R.Br. ex Cass. (as plant),,E,n,A136A,117,true
A157D,Nicotiana tabacum L. (as plant),,E,n,A13DN,27,true
A157S,Obetia ficifolia Gaudich. (as plant),,E,n,A13EC,3,true
A157T,Ochrosia borbonica J.F.Gmel. (as plant),,E,n,A135Q,35,true
A158C,Oenanthe crocata L. (as plant),,E,n,A135P,47,true
A158P,Ophioglossum vulgatum L. (as plant),,E,n,A13BH,2,true
A159D,Origanum majorana L. (as plant),,E,n,A05PB,1,true
A159J,Orobanche spp. (as plant),,E,n,A13BK,4,true
A15AC,Parietaria officinalis L. (as plant),,E,n,A13EC,4,true
A15AG,Parthenium argentatum A.Gray (as plant),,E,n,A136A,120,true
A15AS,Pedalium murex L. (as plant),,E,n,A13BT,1,true
A15AZ,Peganum harmala L. (as plant),,E,n,A13BA,1,true
A15BB,Pelargonium radula (Cav.) L'Hér. (as plant),,E,n,A139B,7,true
A15BR,Petasites frigidus (L.) Fr. (as plant),,E,n,A136A,124,true
A15BT,Petiveria alliacea L. (as plant),,E,n,A13BX,2,true
A15CA,Peucedanum praeruptorum Dunn (as plant),,E,n,A135P,52,true
A15CG,Phlebodium aureum (L.) J. Sm. (as plant),,E,n,A13CJ,4,true
A15CR,Phymatosorus scolopendria (Burm. f.) Pic. Serm. (as plant),,E,n,A13CJ,5,true
A15DJ,Pimenta racemosa (Mill.) J.W.Moore (as plant),,E,n,A13AY,15,true
A15DM,Pinus nigra J.F.Arnold (as plant),,E,n,A13BZ,7,true
A15DZ,Piper retrofractum Vahl (as plant),,E,n,A13CA,8,true
A15ER,Podophyllum hexandrum Royle (as plant),,E,n,A136G,8,true
A15FA,Polygonatum odoratum Druce (as plant),,E,n,A139Y,11,true
A15FF,Populus alba L. (as plant),,E,n,A13CY,3,true
A15GB,Pseudelephantopus spicatus (B.Juss. ex Aubl.) Rohr ex C.F.Baker (as plant),,E,n,A136A,130,true
A15GF,Pseudostellaria heterophylla (Miq.) Pax (as plant),,E,n,A137D,7,true
A15GH,Psiloxylon mauritianum (Bouton ex Hook.f.) Baill. (as plant),,E,n,A13AY,16,true
A15GM,Pterocarpus erinaceus Poir. (as plant),,E,n,A138V,110,true
A15GY,Pyrularia puber Michx. (as plant),,E,n,A13DA,2,true
A15HH,Ranunculus bulbosus L. (as plant),,E,n,A13CR,61,true
A15JE,Rhododendron anthopogon D. Don (as plant),,E,n,A138Q,14,true
A15JF,Rhododendron ferrugineum L. (as plant),,E,n,A138Q,15,true
A15JL,Rhodomyrtus spp. (as plant),,E,n,A13AY,17,true
A15JM,Rhus copallinum L. (as plant),,E,n,A135L,6,true
A15JN,Rhus glabra L. (as plant),,E,n,A135L,7,true
A15KF,Rubia cordifolia L. (as plant),,E,n,A13CV,34,true
A15KT,Rumex obtusifolius L. (as plant),,E,n,A13CH,22,true
A15MD,Sarcopoterium spinosum (L.) Spach (as plant),,E,n,A13CT,22,true
A15MZ,Scutellaria baicalensis Georgi (as plant),,E,n,A139Q,60,true
A15NC,Scutellaria purpurascens Sw. (as plant),,E,n,A139Q,63,true
A15NR,Senecio aureus Georgi (as plant),,E,n,A136A,134,true
A15NX,Senna alata (L.) Roxb. (as plant),,E,n,A138V,119,true
A15PB,Senna italica Mill. (as plant),,E,n,A138V,123,true
A15PR,Sideritis perfoliata L. (as plant),,E,n,A139Q,65,true
A15PT,Sideritis syriaca L. (as plant),,E,n,A139Q,67,true
A15QS,Smilax glabra Roxb. (as plant),,E,n,A13DM,6,true
A15QT,Smilax officinalis Kunth (as plant),,E,n,A13DM,7,true
A15RE,Solanum carolinense L. (as plant),,E,n,A13DN,37,true
A15RK,Solanum paniculatum L. (as plant),,E,n,A13DN,42,true
A15RN,Solanum seaforthianum Andrews (as plant),,E,n,A13DN,45,true
A15RP,Solanum sessiliflorum Dunal (as plant),,E,n,A13DN,46,true
A15RS,Solanum virginianum L. (as plant),,E,n,A13DN,48,true
A15RX,Solidago gigantea Aiton (as plant),,E,n,A136A,140,true
A15RZ,Sophora flavescens Aiton (as plant),,E,n,A138V,129,true
A15TK,Sternbergia spp. (as plant),,E,n,A135K,15,true
A15TV,Struchium sparganophorum (L.) Kuntze (as plant),,E,n,A136A,143,true
A15VP,Symphytum asperum Lepechin (as plant),,E,n,A136L,23,true
A15XC,Tagetes lucida Cav. (as plant),,E,n,A136A,146,true
A15XL,Tanacetum vulgare L. (as plant),,E,n,A05PX,2,true
A15XP,Taxillus chinensis (DC.) Danser (as plant),,E,n,A13AB,2,true
A15XV,Tephrosia purpurea (L.) Pers. (as plant),,E,n,A138V,138,true
A15YC,Tetrapanax papyrifer (Hook.) K.Koch (as plant),,E,n,A135T,13,true
A15YG,Teucrium scorodonia L. (as plant),,E,n,A139Q,75,true
A15YX,Thymus zygis L. (as plant),,E,n,A139Q,80,true
A15ZG,Tragia involucrata L. (as plant),,E,n,A138T,54,true
A15ZH,Tragopogon pratensis L. (as plant),,E,n,A136A,152,true
A161B,Ungernia victoris Vved. ex Artjush. (as plant),,E,n,A135K,17,true
A161P,Vernonanthura phosphorica (Vell.) H.Rob (as plant),,E,n,A136A,157,true
A162G,Viola philippica Cav. (as plant),,E,n,A13EE,5,true
A162H,Viola pilosa Blume (as plant),,E,n,A13EE,6,true
A162P,Wikstroemia spp. (as plant),,E,n,A13DY,6,true
A162S,Withania somnifera (L.) Dunal (as plant),,E,n,A13DN,49,true
A163B,Xeranthemum annuum L. (as plant),,E,n,A136A,161,true
A163P,Ziziphus xylopyrus (Retz.) Willd. (as plant),,E,n,A13CS,10,true
A0D9B,Hibiscus infusion flowers and similar-,,C,r,A03JB,2,true
A0DDG,"Other species of genus Pleurotus, not elsewhere mentioned",,E,r,A0DDN,2,true
A13GM,Actinidia kolomikta (Rupr. & Maxim.) Maxim (as plant),,E,n,A135A,1,true
A142M,Chromolaena odorata (L.) R.M.King & H.Rob. (as plant),,E,n,A136A,64,true
A146Q,Coptis deltoidea C.Y.Cheng & P.K.Hsiao (as plant),,E,n,A13CR,42,true
A147S,Corynocarpus laevigatus J.R.Forst. & G.Forst. (as plant),,E,n,A137R,1,true
A14EJ,Drimys winteri J.R.Forst. & G.Forst. (as plant),,E,n,A13EG,1,true
A14SP,Huperzia selago (L.) Bernh. ex Schrank & Mart. (as plant),,E,n,A13AC,1,true
A157X,Ocimum carnosum (Spreng.) Link & Otto ex Benth. (as plant),,E,n,A139Q,49,true
A159P,Packera aurea (L.) Á.Löve & D.Löve (as plant),,E,n,A136A,119,true
A15ME,Sargentodoxa cuneata (Oliv.) Rehder & E.H.Wilson (as plant),,E,n,A139R,2,true
A15PA,Senna insularis (Britton & Rose) H.S.Irwin & Ba (as plant),,E,n,A138V,122,true
A15QE,Sinomenium acutum (Thunb.) Rehder & E.H.Wilson (as plant),,E,n,A13AM,14,true
A160V,Umbilicus luteus (Huds.) Webb & Berthel. (as plant),,E,n,A137T,8,true
A0CVP,Japanese quail eggs,,E,r,A031K,2,true
A0CXP,Sugar canes and similar-,,C,r,A0ESQ,1,true
A0CYJ,Tamarind and similar-,,C,r,A018Q,8,true
A0D9Y,Barley and similar-,,C,r,A000L,2,true
A0DAL,Oil palms kernels and similar-,,C,r,A016L,2,true
A0DEV,Asparagus and similar-,,C,r,A00RR,1,true
A0DYL,Brazil nuts and similar-,,C,r,A014C,2,true
A0DYP,Almonds and similar-,,C,r,A014C,1,true
A0F3Y,Probiotic or prebiotic formulations,,C,s,A03SP,10,true
A0FCM,Indo-Pacific swamp crab,,C,r,A02FL,2,true
A0FEY,Tetrapleurodon (generic) (as animal),,C,n,A0865,8,true
A0FGN,Chlamydoselachus (generic) (as animal),,C,n,A0FGM,1,true
A0FGQ,Hexanchus (generic) (as animal),,C,n,A0987,1,true
A0FGS,Heptranchias (generic) (as animal),,C,n,A0987,2,true
A0FHE,Mitsukurina (generic) (as animal),,C,n,A0FHD,1,true
A0FHK,Megachasma (generic) (as animal),,C,n,A0FHJ,1,true
A0FKE,Heteroscyllium (generic) (as animal),,C,n,A0FKB,2,true
A0FPV,Poroderma (generic) (as animal),,C,n,A097L,15,true
A0FQE,Nasolamia (generic) (as animal),,C,n,A052H,4,true
A0FRL,Eusphyra (generic) (as animal),,C,n,A097A,1,true
A0FSL,Iago (generic) (as animal),,C,n,A0993,4,true
A0FSZ,Scylliogaleus (generic) (as animal),,C,n,A0993,9,true
A0FTL,Hemigaleus (generic) (as animal),,C,n,A09B5,4,true
