"barcode","name","description","createdBy","brands","categories","labels","quantity","servingSize","ingredientsText","allergens","traces","countries","origins","manufacturingPlaces","imageUrl","imageFrontUrl","nutritionDataPer","energyKcal","energyKj","fat","saturatedFat","transFat","cholesterol","carbohydrates","sugars","addedSugars","fiber","proteins","salt","sodium","vitaminA","vitaminC","calcium","iron","potassium","magnesium","zinc","nutriscoreGrade","nutriscoreScore","novaGroup","ecoscoreGrade","carbonFootprint","isVegan","isVegetarian","isPalmOilFree","ingredientsAnalysisTags","packagingTags","packagingMaterials","packagingRecycling","packagingText","completeness"
"5904215135395","Cukier trzcinowy nierafinowany Demerara","Cukier trzcinowy nierafinowany Demerara","system-seed-openfoodfacts","Auchan,Sante","en:sweeteners|en:sugars|en:cane-sugar",,"400 g",,"Nierafinowany cukier trzcinowy typ &quot;Demerara&quot;.",,,"en:poland","Mauritius",,"https://images.openfoodfacts.org/images/products/590/421/513/5395/front_pl.4.400.jpg","https://images.openfoodfacts.org/images/products/590/421/513/5395/front_pl.4.400.jpg","100g","396","1683","0","0",,,"99","99",,,"0","0","0",,,,,,,,"e","20",,"c",,,,,"en:palm-oil-content-unknown|en:vegan-status-unknown|en:vegetarian-status-unknown","en:cardboard","en:cardboard",,,"0.8875"
"0060410047477","Dill Pickle Flavoured Potato Chips","Dill Pickle Flavoured Potato Chips","system-seed-openfoodfacts","Lay's","en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:cereals-and-potatoes|en:salty-snacks|en:appetizers|en:chips-and-fries|en:crisps|en:potato-crisps|en:flavoured-potato-crisps","en:no-gluten|en:kosher|en:no-artificial-flavors|en:cor-kosher|en:no-artificial-colors|en:no-artificial-colours-or-flavours","235 g","45 chips (50 g)","Specially selected potatoes, Vegetable oil, Seasoning (maltodextrin, sodium diacetate, salt, monosodium glutamate, dill, potassium chloride, garlic powder, modified corn starch, lactose, calcium lactate, natural flavour).","en:milk",,"en:canada",,"Canada","https://images.openfoodfacts.org/images/products/006/041/004/7477/front_en.17.400.jpg","https://images.openfoodfacts.org/images/products/006/041/004/7477/front_en.17.400.jpg","100g","540",,"34","4","0","0","54","2",,"4","6","1.5","0.6",,,"0.02","0.002","1.3",,,"d","15","4","b",,"0",,,"en:may-contain-palm-oil|en:non-vegan|en:vegetarian-status-unknown",,,,,"0.7875"
"1301010310004","Mar Herring w dill MSC","Hareng mariné à l'aneth","system-seed-openfoodfacts","Ikea","en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:fatty-fishes|en:canned-fishes|en:herring|en:pickled-herring|en:rollmops|fr:hareng-marine-a-l-aneth","en:sustainable|en:sustainable-fishery|en:green-dot|en:sustainable-seafood-msc","250g",,"Filets de _harengs_ (Clupea harengus) sans peau en morceaux (50 %), sucre, sel, oignon, aneth (0,4 %), poivre de la Jamaïque, conservateur (E211), vinaigre d'alcool.","en:fish",,"en:france|en:switzerland","Mer du nord,Mer de Norvège",,"https://images.openfoodfacts.org/images/products/130/101/031/0004/front_en.47.400.jpg","https://images.openfoodfacts.org/images/products/130/101/031/0004/front_en.47.400.jpg","100g","208","866","9.6","2.2",,,"19","18",,"0","11","3","1.2",,,,,,,,"e","23","3","a",,"0","0","1","en:palm-oil-free|en:non-vegan|en:non-vegetarian","en:metal|en:glass|en:jar","en:glass|en:metal","en:recycle-in-glass-bin|fr:recycler avec le metal",,"1.0875"
"6932585578589","Fermented Chili Paste (Doubanjiang)","Fermented Chili Paste (Doubanjiang)","system-seed-openfoodfacts","Qinglin","en:condiments|en:sauces",,,"2 Tsp (12 g)","Red chili, Broad beans, Salt, Wheat flour, Rapeseed oil, Spice, Food additives(Potassium sorbate, Sodium benzoate)","en:gluten",,"en:united-states",,,"https://images.openfoodfacts.org/images/products/693/258/557/8589/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/693/258/557/8589/front_en.3.400.jpg","100g","83.3333333333333",,"0","0","0","0","8.33333333333333","0","0","0","0","30","12",,,,,"0",,,"e","19","3","unknown",,,,"1","en:palm-oil-free|en:vegan-status-unknown|en:vegetarian-status-unknown",,,,,"0.5875"
"3564709049052","Confit de Canard du Sud-Ouest (1 cuisse)","Confits de Canard du Sud-Ouest","system-seed-openfoodfacts","Leclerc, Nos Régions ont du talent","en:meats-and-their-products|en:meals|en:meats|en:poultries|en:meals-with-meat|en:ducks|en:poultry-meals|en:duck-dishes|en:duck-legs|en:duck-confit|fr:confit","en:pgi|fr:canard-a-foie-gras-du-sud-ouest","1 cuisse","225 g","Cuisse de canard du Sud-Ouest, graisse de canard, sel",,,"en:france","France,Sud Ouest",,"https://images.openfoodfacts.org/images/products/356/470/904/9052/front_fr.6.400.jpg","https://images.openfoodfacts.org/images/products/356/470/904/9052/front_fr.6.400.jpg","100g","262",,"18","6.3",,,"0.4","0.3",,"0.5","25","2","0.8",,,,,,,,"d","18","3","f",,"0","0",,"en:may-contain-palm-oil|en:non-vegan|en:non-vegetarian","en:fresh|en:vacuum-packed",,,,"1.0625"
"7614500010013","Milk Chocolate with Honey and Almond Nougat","swiss milk chocolate with honey and almond nougat (10%).","system-seed-openfoodfacts","Toblerone","en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:chocolates|en:milk-chocolates|en:chocolates-with-almonds|en:flavoured-chocolates|en:flavoured-milk-chocolates|en:milk-chocolate-bar-with-nougat|en:swiss-chocolates","en:vegetarian|en:no-gluten|en:green-dot|en:made-in-swiss|es:sin-tacc","100g","3 triangles (25 g)","sugar, whole milk powder, cocoa butter, cocoa mass, honey (3%), milk fat, almonds (1,6%), emulsifier (soya lecithin), egg white, flavouring, cocoa solids 28% minimum, milk solids 14% minimum,","en:eggs|en:milk|en:nuts|en:soybeans",,"en:algeria|en:australia|en:belgium|en:bolivia|en:bulgaria|en:denmark|en:finland|en:france|en:germany|en:italy|en:morocco|en:norway|en:poland|en:portugal|en:romania|en:spain|en:sweden|en:switzerland|en:thailand|en:ukraine|en:united-kingdom","No Unión Europea,Suiza","Suiza","https://images.openfoodfacts.org/images/products/761/450/001/0013/front_en.328.400.jpg","https://images.openfoodfacts.org/images/products/761/450/001/0013/front_en.328.400.jpg","100g","528","2209","28","17",,,"61","60","0","2.4","5.6","0.12","0.048","0","0",,"0",,"0","0","e","31","4","b",,"0","1","1","en:palm-oil-free|en:non-vegan|en:vegetarian","en:paper-or-cardboard|en:cardboard|en:box|en:non-corrugated-cardboard|en:card-tube|en:aluminium-film","en:paperboard","en:recycle-in-paper-bin",,"1.1"
"8717903961056","Knoflooksaus Grieks","Knoflooksaus naar Grieks recept","system-seed-openfoodfacts","Yildriz","en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:condiments|en:vegetables-based-foods|en:culinary-plants|en:garlic-and-their-products|en:garlic","en:no-gluten|en:free-range|en:free-range-eggs","265 ml","15 ml","water, rapeseed oil 22%, vinegar, glucose-fructose syrup sugar, garlic 3.3%, modified corn starch, corn starch, free-range egg and egg yolk, salt, acidifier: citric acid, mustard flour, potassium chloride, herbs, onion, spices, natural flavor, thickeners: guar gum and xanthan gum, sweeteners: saccharins and sucralose, preservatives: potassium sorbate and e211, antioxidant: e385, with rapeseed oil and garlic from eu and non-eu,","en:eggs|en:mustard",,"en:netherlands",,,"https://images.openfoodfacts.org/images/products/871/790/396/1056/front_nl.11.400.jpg","https://images.openfoodfacts.org/images/products/871/790/396/1056/front_nl.11.400.jpg","100ml","287","1190","24","1.8",,,"17","9.4",,,"1","1.5","0.6",,,,,,,,"d","13","4","a",,"0",,"1","en:palm-oil-free|en:non-vegan|en:vegetarian-status-unknown","en:plastic|en:squeeze-bottle","en:plastic","en:recycle-with-plastics","Verpakking bij plastic afval","0.8"
"0074699010251","Egg Roll Wrappers","Egg Roll Wrappers","system-seed-openfoodfacts","Twin Dragon","en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pie-dough",,,"1 WRAPPER (26 g)","enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, salt, potato starch, citric acid, dusted with cornstarch,","en:gluten",,"en:united-states",,,,,"100g","269",,"0","0","0","0","53.85","0",,"0","11.54","0.6725","0.269","0","0","0","0.00277",,,,"b","2","3","unknown",,,,"1","en:palm-oil-free|en:vegan-status-unknown|en:vegetarian-status-unknown",,,,,"0.5"
"3560070681259","Mini nems crevettes","8 galettes de riz (42%) garnies d'une farce à la crevette avec sauce nuoc mam","system-seed-openfoodfacts","Carrefour","en:seafood|en:frozen-foods|en:meals|en:crustaceans|en:fresh-foods|en:shrimps|en:fresh-meals|en:nems|en:egg-roll-with-cooked-shrimp","en:made-in-france|en:new-recipe|en:nutriscore|en:nutriscore-grade-d","260 g","32.5 g - 1 Nem avec sauce","nems with shrimp and cod 8x30g: water, rice flour 18.7%, pea vermicelli (water, pea starch), onion, shrimp 8.5% (shrimp, salt, preservative: sodium disulphite), carrot, cod 5.2%, soybean flour, mung bean sprouts, rehydrated black mushroom, pea protein, sunflower oil, salt, fish sauce (fish, salt, water), rehydrated garlic, sugar,  percentages expressed on the nem, 

sauce nuoc mâm 20g: water, nuoc mâm 14% (fish juice, salt), sugar, alcohol vinegar, salt, percentage expressed on the sauce,

may contain traces of wheat and milk,","en:crustaceans|en:fish|en:soybeans|fr:disulfite-de-sodium|fr:nems-aux-crevettes-8x30g|fr:sauce-nuoc-mam-20g|fr:disulfite-de-sodium","en:eggs|en:gluten","en:france",,"France","https://images.openfoodfacts.org/images/products/356/007/068/1259/front_fr.31.400.jpg","https://images.openfoodfacts.org/images/products/356/007/068/1259/front_fr.31.400.jpg","100g","150","634","3.6","0.3",,,"22","2.8",,"2.4","6.3","1.3","0.52",,,,,,,,"c","5","3","d",,"0","0","1","en:palm-oil-free|en:non-vegan|en:non-vegetarian","en:plastic|en:protective-gas|en:tray","en:plastic",,,"0.9875"
"3270160873555","4 Röstis de légumes et cheddar","4 Röstis de Légumes et Cheddar","system-seed-openfoodfacts","Picard","en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:frozen-foods|en:meals|en:combination-meals|en:potato-preparations|en:frozen-ready-made-meals|en:rostis|en:frozen-potato-rostis","en:vegetarian|en:ovo-lacto-vegetarian|en:free-range|en:lacto-vegetarian|en:ovo-vegetarian|en:free-range-eggs|en:made-in-france|en:made-with-free-range-eggs|en:nutriscore|en:nutriscore-grade-a|fr:triman","400 g","100 g","potato 34%, orange carrot 18.5%, yellow carrot 18.5%, zucchini 12.3%, white cheddar 6% (milk, salt, lactic ferments, microbial coagulant, anti-caking agent: potato starch), onion prefried in sunflower oil, concentrated butter (milk), rapeseed oil, cassava starch, egg white powder from free-range hen, salt, dehydrated garlic,  pepper","en:eggs|en:milk","en:celery|en:fish|en:gluten|en:peanuts|en:soybeans","en:france","fr:Carottes origine UE,fr:Courgettes origine UE,fr:Pommes de terre origine UE","France","https://images.openfoodfacts.org/images/products/327/016/087/3555/front_fr.64.400.jpg","https://images.openfoodfacts.org/images/products/327/016/087/3555/front_fr.64.400.jpg","100g","118",,"6.2","2.7",,,"10","1.9",,"2.4","3.9","0.3925","0.157",,,,,,,,"b","2","3","a",,"0","1","1","en:palm-oil-free|en:non-vegan|en:vegetarian","en:recycle|en:recycle-in-sorting-bin","en:cardboard|en:plastic","en:recycle-in-paper-bin",,"1.1"
"3245412694455","4 Muffins Nature","4 Petits pains spéciaux.","system-seed-openfoodfacts","Carrefour","en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:cereals-and-potatoes|en:sweet-snacks|en:biscuits-and-cakes|en:breads|en:pastries|en:special-breads|en:english-muffins","en:distributor-labels|en:carrefour-quality|en:green-dot|en:nutriscore|en:nutriscore-grade-a","250 g","Un muffin 62,5 g","wheat flour, water, durum wheat semolina, wheat gluten, yeast, sugar, salt, preservatives: calcium propionate and sorbic acid, carbonate ed calcium, iron, vitamins b1 and niacin (b3),","en:gluten","en:eggs|en:milk|en:mustard|en:sesame-seeds|en:soybeans","en:france","Royaume-Uni,Allemagne","Angleterre","https://images.openfoodfacts.org/images/products/324/541/269/4455/front_fr.70.400.jpg","https://images.openfoodfacts.org/images/products/324/541/269/4455/front_fr.70.400.jpg","100g","228","965","1.2","0.2",,,"43","2.9","1.17447916666667","2.4","10","0.68","0.272",,,,,,,,"b","1","4","a",,,"1","1","en:palm-oil-free|en:maybe-vegan|en:vegetarian","en:plastic|en:bag","en:plastic","en:discard","1 sachet plastique transparent à jeter","1.1"
"3256221712155","Huile d'olive vierge extra Bouteille 1L","Huile d'olive de catégorie supérieure obtenue directement des olives et uniquement par des procédés mécaniques","system-seed-openfoodfacts","U","en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:vegetable-fats|en:olive-tree-products|en:vegetable-oils|en:olive-oils|en:extra-virgin-olive-oils|en:virgin-olive-oils","en:nutriscore|en:nutriscore-grade-c|fr:triman|fr:extraite-a-froid","1 l",,"100% huile d'olive vierge extra","fr:extraite|fr:froid",,"en:france","Spain",,"https://images.openfoodfacts.org/images/products/325/622/171/2155/front_fr.90.400.jpg","https://images.openfoodfacts.org/images/products/325/622/171/2155/front_fr.90.400.jpg","100g","900","3700","100","14",,,"0","0","0",,"0","0","0",,,,,,,,"b","0","2","d",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian","en:glass|en:bottle|en:green-dot|en:triman|fr:bouteille-de|fr:bouteille-et-son-bouchon-a-recycler|fr:pensez-au-tri","en:clear-glass|fr:Metal et plastique","en:recycle-in-glass-bin","bouteille, bouchon","1.1"
"00179768","Fast Action Dried Yeast 8 Sachets","Dried yeast","system-seed-openfoodfacts","Sainsbury's","en:food-additives|en:yeast","en:vegetarian","56g","7g","Yeast (94%), Stabiliser (Calcium Sulphate), Emulsifier (Sorbitan Monostearate), Flour Treatment Agents (Ascorbic Acid, Alpha-Amylase), Salt, _Wheat_ Flour, Fortified Wheat Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamin), _Wheat_ Starch.","en:gluten",,"en:united-kingdom",,"United Kingdom","https://images.openfoodfacts.org/images/products/000/000/017/9768/front_en.31.400.jpg","https://images.openfoodfacts.org/images/products/000/000/017/9768/front_en.31.400.jpg","100g",,,,,,,,,,,,,,,,,,,,,"not-applicable",,"4","d",,,"1","1","en:palm-oil-free|en:vegan-status-unknown|en:vegetarian",,,,,"0.8"
"8903363002181","Methi","Fenugreek","system-seed-openfoodfacts","DMart Premia","en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices|en:fenugreek-products|en:fenugreek-seeds","en:vegetarian|en:green-dot-india","100 g","10 g","Fenugreek Seed",,,"en:india",,"India","https://images.openfoodfacts.org/images/products/890/336/300/2181/front_en.12.400.jpg","https://images.openfoodfacts.org/images/products/890/336/300/2181/front_en.12.400.jpg","100g","333.4",,"5.8","0.77","0","0","44.1","0.55","0",,"26.2","0.1005","0.0402",,,,,,,,"not-applicable",,"1","f",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian",,"en:o-7-other-plastics",,,"0.8"
"00414234","Fettuccine Alfrado","Fettuccine Alfrado","system-seed-openfoodfacts","Trader Giotto's","en:snacks|en:salty-snacks|en:appetizers|en:chips-and-fries|en:crisps|en:corn-chips|en:aperitif|en:chips-de-mais|en:snacks-sales",,"200g","1 1/8 pack 25g (25 g)","Maize flour, vegetable oil (sunflower/rapeseed), corn germ, salt",,,"en:france|en:united-kingdom|en:united-states","United Kingdom",,"https://images.openfoodfacts.org/images/products/000/000/041/4234/front_en.112.400.jpg","https://images.openfoodfacts.org/images/products/000/000/041/4234/front_en.112.400.jpg","100g","481","2015.3","21.9","2",,,"62.7","1.4","0","5.7","5.5","0.001875","0.00075",,,,,,,,"b","2","3","a",,,,"1","en:palm-oil-free|en:vegan-status-unknown|en:vegetarian-status-unknown","en:unknown|en:mixed-plastic-film-film","en:plastic","en:Don't recycle at home RECYCLE WITH BAGS AT LARGE SUPERMARKET","FILM Don't recycle at home RECYCLE WITH BAGS AT LARGE SUPERMARKET","1"
"8934741112451","Five Spice Powder","Five Spice Powder","system-seed-openfoodfacts","Vianco","en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices|en:spice-mix|en:groceries",,"100g","12g","Star anise, cinnamon, fennel, ginger, dried chilli, cloves, pepper, Szechuan pepper, nutmeg.",,"en:peanuts|en:sesame-seeds","en:germany",,,"https://images.openfoodfacts.org/images/products/893/474/111/2451/front_en.14.400.jpg","https://images.openfoodfacts.org/images/products/893/474/111/2451/front_en.14.400.jpg","100g","44.88",,"1.08","0.00058",,,"7.51","1.8",,"6.09","1.29","0.2","0.08",,,,,,,,"not-applicable",,"1","e",,,,"1","en:palm-oil-free|en:vegan-status-unknown|en:vegetarian-status-unknown","en:plastic","en:plastic",,,"0.7875"
"8850521114128","Flat 10mm rice noodles","Flat 10mm rice noodles","system-seed-openfoodfacts",,"en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles",,"400 g",,,,,"en:luxembourg",,,"https://images.openfoodfacts.org/images/products/885/052/111/4128/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/885/052/111/4128/front_fr.3.400.jpg","100g","356",,"0.8","0.5",,,"80","0",,,"7","0.02","0.008",,,,,,,,"b","2",,"unknown",,,,,,,,,,"0.475"
"3380380077722","Boulgour De Freekeh","Boulgour De Freekeh","system-seed-openfoodfacts","Priméal","en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:seeds|en:cereals-and-their-products|en:cereal-grains|en:groats|en:wheat-groats|en:wheats|en:bulgur","en:organic|en:certified-by-ecocert|en:eu-organic","300 g",,"_BLE_* dur cueilli avant maturité, toasté et concassé.

*issu de l'agriculture biologique","en:gluten",,"en:france","USA",,"https://images.openfoodfacts.org/images/products/338/038/007/7722/front_fr.7.400.jpg","https://images.openfoodfacts.org/images/products/338/038/007/7722/front_fr.7.400.jpg","100g","331",,"1.7","0.4",,,"60.3","1.1",,"9.7","13.7","0.02","0.008",,,,,,,,"a","-7",,"a-plus",,,,,"en:palm-oil-content-unknown|en:vegan-status-unknown|en:vegetarian-status-unknown","en:plastic","en:plastic",,,"0.8875"
"0841330106662","Organic tahini","Organic tahini","system-seed-openfoodfacts","Fresh Thyme","en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:spreads|en:cereals-and-their-products|en:plant-based-spreads|en:oilseed-purees|en:cereal-butters|en:tahini","en:no-gluten|en:organic|en:kosher|en:usda-organic|en:orthodox-union-kosher","454 g","28g","Organic Ground Roasted Sesame Seeds","en:sesame-seeds",,"en:united-states",,"Israel","https://images.openfoodfacts.org/images/products/084/133/010/6662/front_en.15.400.jpg","https://images.openfoodfacts.org/images/products/084/133/010/6662/front_en.15.400.jpg","100g","678.57142857143",,"60.714285714286","10.714285714286",,,"10.714285714286","0",,"3.5714285714286","21.428571428571","0","0",,,,,,,,"d","17","1","d",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian","en:plastic-jar","en:plastic",,,"0.7875"
"3480341000636","Carré Frais - Nature","Fromage frais demi-sel au lait pasteurisé","system-seed-openfoodfacts","Elle&Vire","en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:spreads|en:salted-spreads|en:pasteurised-products|en:pasteurized-cheeses|en:cheese-spreads","en:source-of-proteins|en:french-milk|en:high-proteins|en:made-in-france|fr:triman","200g 8x25g","25 g","Skimmed milk and cream (origin: France), salt, lactic ferments.","en:milk",,"en:france|en:reunion","France,Bresse","France,Grièges","https://images.openfoodfacts.org/images/products/348/034/100/0636/front_en.150.400.jpg","https://images.openfoodfacts.org/images/products/348/034/100/0636/front_en.150.400.jpg","100g","193","802","15","11",,,"2.5","2.5",,,"12","1.2","0.48",,,,,,,,"d","13","3","c",,"0","1","1","en:palm-oil-free|en:non-vegan|en:vegetarian","en:fresh|fr:feuilles-metal-a-recycler-consigne-pouvant-varier-localement-www-consignesdetri-fr|fr:pensez-au-tri-etui-et-barquette-carton","en:aluminium|en:cardboard","en:recycle","1 boite carton à recycler
8 barquettes aluminium à recycler","1.1"
"4008366010387","Fischstäbchen ( Frosta)","Alaska Seelachs-Filet, praktisch grätenfrei, knusprig paniert, vorgebraten und tiefgefroren","system-seed-openfoodfacts","FRoSTA, Fisch, Bofrost","en:seafood|en:fishes-and-their-products|en:fishes|en:frozen-foods|en:breaded-products|en:fish-preparations|en:frozen-seafood|en:breaded-fish|en:frozen-fishes|en:breaded-hake-fish|en:fish-fingers","en:sustainable|en:sustainable-fishery|en:fsc|en:fsc-mix|en:no-colorings|en:no-flavors|en:no-flavour-enhancer|en:sustainable-seafood-msc|de:fsc-c101903|de:msc-c-50086|de:öko-test-sehr-gut-2020","450g","1 Stück (30 g)","Alaska Seelachs-Filet (Theraga chalcogramma) (65%), Paniermehl (_Weizenmehl_, Speisesalz, Paprika gemahlen, Hefe, Kurkuma), Trinkwasser, Sonnenblumenöl, _Weizenmehl_, Speisesalz","en:fish|en:gluten","en:molluscs","en:germany","Pacific Ocean,Northeast Pacific Ocean,de:Beringsee,de:Golf von Alaska,de:Nordwestpazifik,de:Ochotskisches Meer",,"https://images.openfoodfacts.org/images/products/400/836/601/0387/front_en.89.400.jpg","https://images.openfoodfacts.org/images/products/400/836/601/0387/front_en.89.400.jpg","100g","184","769.9","8.3","1",,,"13.8","1.6","0","0.9","13","2.27","0.908",,,,,,,,"d","13","3","e",,"0","0","1","en:palm-oil-free|en:non-vegan|en:non-vegetarian","en:cardboard|en:paperboard","en:paperboard",,,"1.1"
"8858960300867","Desiam Galangal Seasoning Paste","Desiam Galangal Seasoning Paste","system-seed-openfoodfacts","Desiam",,,"30 g",,"Galangal 70%, eau, vinaigre, huile e tournesol, sel, sucre, correcteur d'acidité : acide citrique, épaississant: gomme de xanthane",,,"en:france",,,"https://images.openfoodfacts.org/images/products/885/896/030/0867/front_fr.4.400.jpg","https://images.openfoodfacts.org/images/products/885/896/030/0867/front_fr.4.400.jpg","100g","117",,"5.9","0.6",,,"15.2","2.1",,"1.8","0.6","2.3","0.92",,,,,,,,"unknown",,"4","unknown",,,,"1","en:palm-oil-free|en:vegan-status-unknown|en:vegetarian-status-unknown",,,,,"0.5875"
"5024448561911","Thai Galangal (minced)","Thai Galangal (minced)","system-seed-openfoodfacts","Tiger Tiger","en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices|en:galangal","en:no-gluten","200grams",,"Galanga (50%), Water, Distilled Vinegar",,,"en:united-kingdom",,,"https://images.openfoodfacts.org/images/products/502/444/856/1911/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/502/444/856/1911/front_en.3.400.jpg","100g","48","202","0.8","0.1",,,"11.1","0.3",,"0","0.5","0.01","0.004",,,,,,,,"not-applicable",,"1","unknown",,,,,"en:palm-oil-content-unknown|en:vegan-status-unknown|en:vegetarian-status-unknown",,,,,"0.6875"
"4056489332855","Tofu na patelnię Garam Masala","Tofu na patelnię Garam Masala","system-seed-openfoodfacts","Vemondo","en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:meat-alternatives|xx:tofu|en:marinaded-tofu","en:vegetarian|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan","180 g",,"88% tofu [57% soybeans, water, stabilisers (calcium chloride, magnesium chloride)], 12% marinade [mixed spices (mixed spices, salt, glucose, lemon peel), water, rapeseed oil, starch].","en:soybeans",,"en:poland|en:spain",,,"https://images.openfoodfacts.org/images/products/405/648/933/2855/front_pl.25.400.jpg","https://images.openfoodfacts.org/images/products/405/648/933/2855/front_pl.25.400.jpg","100g","129","540","7.7","0.9",,,"2","0.6","0",,"13","0.8","0.32","0","0","0.21","0",,"0","0","a","-1","4","a",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian","en:plastic|en:other-plastics|en:cardboard|en:non-corrugated-cardboard|en:sleeve","en:non-corrugated-cardboard|en:o-7-other-plastics",,,"0.8"
"5057753909116","Goose fat","Goose fat","system-seed-openfoodfacts","Tesco","en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:fats|en:animal-fats|en:prepared-potatoes|en:sauteed-potato-with-goose-fat",,"320 g","10g","goose fat",,,"en:united-kingdom",,,"https://images.openfoodfacts.org/images/products/505/775/390/9116/front_en.12.400.jpg","https://images.openfoodfacts.org/images/products/505/775/390/9116/front_en.12.400.jpg","100g","900","3700","100","26",,,"0","0",,"0","0","0.01","0.004",,,,,,,,"d","11","2","a-plus",,"0","0",,"en:may-contain-palm-oil|en:non-vegan|en:non-vegetarian","en:glass-jar|en:steel-lid","en:glass|en:steel",,,"0.775"
"3433871210198","Desserts glacés individuels Soufflé Grand Marnier®","Desserts glacés individuels Soufflé Grand Marnier®","system-seed-openfoodfacts","Glaces de Lyon","en:desserts|en:frozen-foods|en:frozen-desserts|en:ice-creams-and-sorbets|en:ice-creams|en:ice-cream-tubs","en:no-artificial-flavors|en:no-preservatives|en:made-in-france|en:no-colorings|fr:triman|fr:artisan|fr:glaces-artisanales-de-france","12 x 75 g",,"Crème glacée à l'extrait Grand Marnier® (98,9%): CREME, sucre, jaune d'ŒUF, blanc d'ŒUF, LAIT écrémé réhydraté, extrait Grand Marnier ® 2%* (alcool, eau, cognac, arôme naturel d'oranges amères, colorant: E150a), arôme naturel d'orange amère 0,5%*, émulsifiant: mono et diglycérides d'acides gras, stabilisants: farine de caroube, alginate de sodium, gomme de guar, carraghénanes et gomme de cellulose, huile essentielle d'orange 0,1%*.
Décor - Zestes d'orange semi-confits (1,1%): sucre, zeste d'orange 0,5%*, acidifiant: acide citrique, antioxydant: acide ascorbique.
*Pourcentages exprimés sur l'ensemble du produit.","en:eggs|en:milk","en:gluten|en:nuts|en:peanuts|en:soybeans","en:france","France","Isère,France","https://images.openfoodfacts.org/images/products/343/387/121/0198/front_fr.3.400.jpg","https://images.openfoodfacts.org/images/products/343/387/121/0198/front_fr.3.400.jpg","100g","282","1175","18.46","11.67",,,"23.47","23.47",,"0.11","3.99","0.12","0.048",,,,,,,,"e","19","4","a",,"0",,,"en:may-contain-palm-oil|en:non-vegan|en:vegetarian-status-unknown","en:plastic|en:box|en:cardboard|en:frozen|en:mold|en:tray","en:cardboard|en:plastic","en:discard|en:recycle","1 moule plastique à jeter, 1 boite carton à recycler","0.9625"
"4000446017064","Grape & Nut Muesli","Cereal muesli con pasas","system-seed-openfoodfacts","Viola","en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:mueslis",,"1000g","30g","Hojuelas de granos enteros 78% (trigo, avena, cebada, centeno), sultaninas 12%, hojuelas de maiz (granos de maíz, azúcar, extracto de cebada malteada, sal), semilla de linaza, avellanas 3%, semillas de maravillas, sésamo. Contiene trigo (gluten) y frutos secos (avellanas). Puede contener trazas de leche (lactosa), soya y otros frutos secos.","en:gluten|en:milk|en:nuts|en:sesame-seeds","en:milk|en:nuts|en:soybeans","en:chile",,,"https://images.openfoodfacts.org/images/products/400/044/601/7064/front_es.15.400.jpg","https://images.openfoodfacts.org/images/products/400/044/601/7064/front_es.15.400.jpg","100g","348",,"5.6999998092651","0.69999998807907",,,"57.5","8.6000003814697",,"10.7","10.89999961853","0.09","0.036",,,,,,,,"a","-3","3","b",,,,,"en:palm-oil-content-unknown|en:vegan-status-unknown|en:vegetarian-status-unknown",,,,,"0.6875"
