"barcode","name","description","createdBy","brands","categories","labels","quantity","servingSize","ingredientsText","allergens","traces","countries","origins","manufacturingPlaces","imageUrl","imageFrontUrl","nutritionDataPer","energyKcal","energyKj","fat","saturatedFat","transFat","cholesterol","carbohydrates","sugars","addedSugars","fiber","proteins","salt","sodium","vitaminA","vitaminC","calcium","iron","potassium","magnesium","zinc","nutriscoreGrade","nutriscoreScore","novaGroup","ecoscoreGrade","carbonFootprint","isVegan","isVegetarian","isPalmOilFree","ingredientsAnalysisTags","packagingTags","packagingMaterials","packagingRecycling","packagingText","completeness"
"7033330013245","Original","Original","system-seed-openfoodfacts","Bremykt","en:plant-based-foods-and-beverages|en:dairies|en:plant-based-foods|en:fats|en:spreads|en:plant-based-spreads|en:vegetable-fats|en:spreadable-fats|en:animal-fats|en:dairy-spreads|en:margarines|en:milkfat|en:butters|en:butter-and-margarine-mix","en:no-gluten|en:green-dot","500g","10 g","Meierismør, 30 % rapsolje, vann, vitamin D","en:milk|nb:meierismør",,"en:norway",,"Norway","https://images.openfoodfacts.org/images/products/703/333/001/3245/front_nb.65.400.jpg","https://images.openfoodfacts.org/images/products/703/333/001/3245/front_nb.65.400.jpg","100g","726",,"80","34",,,"0.5","0.5","0",,"0.5","0.1965","0.0786","0.000761","0",,"0",,"0","0","d","16","2","e",,,,"1","en:palm-oil-free|en:vegan-status-unknown|en:vegetarian-status-unknown",,,,"Sorteres som plast","0.9"
"7039010149020","Stabburet Stabbur-Makrell","Makrell fillet i tomatsaus","system-seed-openfoodfacts","Stabburet","en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:fatty-fishes|en:canned-fishes|en:fish-fillets|en:mackerels|en:mackerel-fillets|en:mackerel-fillets-with-tomato-sauce","en:no-gluten|en:keyhole","170 g","170 g","Makrellfilet 71%, tomatsaus 29 % (tomatpuré, vann, rapsolje, sukker, salt, antioksidant (askorbinsyre, sitronsyre)).
inneholder 5,3 g omega-3 fettsyrer per 100 g, hvorav 1,3 g epa og 2,2 g dha.",,,"en:norway|en:singapore",,,"https://images.openfoodfacts.org/images/products/703/901/014/9020/front_en.50.400.jpg","https://images.openfoodfacts.org/images/products/703/901/014/9020/front_en.50.400.jpg","100g","258",,"21","3.5",,,"3.5","3.4","0",,"13","0.9825","0.393","0","0",,"0",,"0","0","c","5","3","d",,,,"1","en:palm-oil-free|en:vegan-status-unknown|en:vegetarian-status-unknown","en:metal|en:canned","en:metal",,,"0.9875"
"4000405002360","Vegane Pommersche - Schnittlauch","Veganes Erzeugnis nach Art einer Leberwurst mit Schnittlauch auf Basis von Erbsen","system-seed-openfoodfacts","Rügenwalder Mühle","en:plant-based-foods-and-beverages|en:plant-based-foods|en:spreads|en:plant-based-spreads|en:salted-spreads|en:meat-alternatives|en:liverwurst-spread-substitutes|en:auf-fleisch-basierende-lebensmittel|en:brotaufstriche|en:fleisch-ersatzprodukte|en:gesalzene-aufstriche|en:pflanzliche-brotaufstriche|en:pflanzliche-lebensmittel|en:pflanzliche-lebensmittel-und-getranke|en:wurste|en:zubereitetes-fleisch","en:vegetarian|en:source-of-fibre|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:no-flavour-enhancer","125g",,"drinking water, rapeseed oil, 7% pea protein, starch, 3% chives, insulin, sunflower protein, fava bean protein, citrus fibres, table salt, pea fibres, sugar, spices, natural flavouring, colouring foods: concentrates of radish, carrot, paprika, smoke flavouring",,"en:gluten|en:soybeans","en:germany",,,"https://images.openfoodfacts.org/images/products/400/040/500/2360/front_de.28.400.jpg","https://images.openfoodfacts.org/images/products/400/040/500/2360/front_de.28.400.jpg","100g","221","916","17","1.2",,,"7.3","0.7","0.35","5.1","7.2","2.1","0.84",,,,,,,,"d","11","4","unknown",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian",,"en:plastic|en:pp-5-polypropylene","de:Getrennt entsorgen",,"0.8"
"4066600603405","Paulaner Spezi","Coffeinhaltige Orangenlimonade mit Cola","system-seed-openfoodfacts","Paulaner","en:beverages-and-beverages-preparations|en:plant-based-foods-and-beverages|en:beverages|en:plant-based-beverages|en:carbonated-drinks|en:fruit-based-beverages|en:sodas|en:fruit-sodas|en:colas|en:sweetened-beverages|de:colamix","en:vegetarian|en:no-gluten|en:vegan","10l","500 ml","water, sugar, orange juice from orange juice concentrate (2.2%), lemon juice from lemon juice concentrate (0.8%), carbonic acid, orange extract, dye e 150d, acidifier phosphoric acid and citric acid, acidity regulator sodium citrate, natural flavor, flavor caffeine, antioxidant ascorbic acid, stabilizer locust bean gum,",,,"en:germany|en:switzerland",,,"https://images.openfoodfacts.org/images/products/406/660/060/3405/front_de.143.400.jpg","https://images.openfoodfacts.org/images/products/406/660/060/3405/front_de.143.400.jpg","100g","37","155","0","0",,,"9.2","9.2","5.7",,"0","0.04","0.016",,,,,,,,"e","11","4","not-applicable",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian","en:bottle|de:produkt","en:aluminium|en:brown-glass","en:recycle|en:reuse",,"0.7875"
"8718907845052","Jonge Kaas 48+ Plakken","Jonge Kaas 48+ Plakken","system-seed-openfoodfacts","AH","en:jonge-kaas-plakken|en:kaas|en:plakken-kaas","en:sustainable|en:no-gluten|en:animal-welfare|en:nutriscore|en:nutriscore-grade-d|en:planet-proof|fr:lait-de-paturage","400 g",,"Melk*, zout, zuursel, microbieel stremsel.","en:milk",,"en:belgium",,,"https://images.openfoodfacts.org/images/products/871/890/784/5052/front_nl.4.400.jpg","https://images.openfoodfacts.org/images/products/871/890/784/5052/front_nl.4.400.jpg","100g","360","1506","30","20",,,"0","0","0","0","23","1.77","0.708",,,,,,,,"e","22","3","unknown",,"0","1","1","en:palm-oil-free|en:non-vegan|en:vegetarian",,,,,"0.7"
"8710739489084","Stroopwaffels","Stroopwaffels","system-seed-openfoodfacts","Bakker Joop","en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits|en:filled-biscuits",,"378 gram",,",39% alucose-fructose syrup leseed flour, oilceatetal, (in variable proportion) (palm, cilla and toümèsof whey powder (milk), starch 'wheat), baking powder (600), soya flour, (soya ficithin and skimmed milk in spice eggs koel en droog bewaren/ store in a cool, dry place/ kühl und trocken lagem/ atonserver in a cool and dry place,","en:gluten|en:milk|en:soybeans",,"en:france",,,"https://images.openfoodfacts.org/images/products/871/073/948/9084/front_fr.15.400.jpg","https://images.openfoodfacts.org/images/products/871/073/948/9084/front_fr.15.400.jpg","100g","459",,"19.4","9.2",,,"67.1","35.8",,"0.7","3.7","0.7","0.28",,,,,,,,"e","27",,"d",,,,"0","en:palm-oil|en:vegan-status-unknown|en:vegetarian-status-unknown",,,,,"0.6875"
"8000500037560","kinder bueno","kinder bueno","system-seed-openfoodfacts","kinder","en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bars|en:candy-chocolate-bars|en:chocolate-biscuity-bars|en:chocolate-nuts-cookie-bars","en:green-dot|en:pure-cocoa-butter","43g","21.5 g (Portion)","milk chocolate 31,5 % (sugar, cocoa butter, cocoa mass, skimmed milk powder, concentrated butter, emulsifiers: lecithins [soya], vanillin), sugar, palm oil, wheat flour, ground hazelnuts 10,8%, skimmed milk powder, milk powder, dark chocolate (sugar, cocoa mass, cocoa butter, emulsifiers: lecithins [soya], vanillin), lean cocoa, emulsifiers: lecithins [soya], raising agents (sodium acid carbonate, ammonium acid carbonate), salt, vanillin,","en:gluten|en:milk|en:nuts|en:soybeans",,"en:algeria|en:belgium|en:france|en:germany|en:italy|en:morocco|en:spain|en:switzerland|en:tunisia|en:united-kingdom|en:united-states",,,"https://images.openfoodfacts.org/images/products/800/050/003/7560/front_en.298.400.jpg","https://images.openfoodfacts.org/images/products/800/050/003/7560/front_en.298.400.jpg","100g",,,,,,,,,,,,,,,,,,,,,"a","0","4","e",,"0",,"0","en:palm-oil|en:non-vegan|en:vegetarian-status-unknown","fr:pensez-au-tri-etuis-plastiques-3-consigne-pouvant-varier-localement-www-consignesdetrufr","en:plastic","en:recycle",,"0.8625"
"8076809513753","Pesto alla Genovese","basil pesto","system-seed-openfoodfacts","Barilla","en:condiments|en:sauces|en:pasta-sauces|en:pestos|en:cooking-sauces|en:green-pestos","en:no-gluten|en:pdo|fr:triman|fr:iscc-plus|fr:produit-en-italie","190 g e","1 serving (47.5 g)","sunflower oil, fresh basil 30%, cashew nuts, parmigiano reggiano pdo cheese 5%, (milk), maize fibre, whey powder (milk), salt, milk protein, extra virgin olive oil, sugar, basil extract, natural flavourings (milk), acidity regulator: lactic acid, garlic","en:milk|en:nuts","en:nuts","en:australia|en:belgium|en:france|en:germany|en:luxembourg|en:morocco|en:norway|en:poland|en:serbia|en:sweden|en:switzerland|en:turkey|en:united-kingdom|en:united-states",,"Italy","https://images.openfoodfacts.org/images/products/807/680/951/3753/front_en.347.400.jpg","https://images.openfoodfacts.org/images/products/807/680/951/3753/front_en.347.400.jpg","100g","492","2030","47","5.3",,,"11","5","0.078125","3","4.7","3.2","1.28",,,,,,,,"e","27","4","d",,"0",,"1","en:palm-oil-free|en:non-vegan|en:maybe-vegetarian","en:glass|en:bocal","en:glass|en:metal","en:recycle|en:recycle-in-glass-bin",,"0.9"
"8480000590756","Lomo embuchado","Lomo Embuchado","system-seed-openfoodfacts","Hacendado","en:meats-and-their-products|en:meats|en:prepared-meats","en:no-gluten|en:green-dot|en:no-lactose|es:recicla-amarillo","125 g (4 x 31,25 g)","31,25 g","Lomo de cerdo, sal, pimentones, dextrosa, ajo, antioxidantes (E-331, E-301), aromas y conservadores (E-250, E-252).",,"en:none","en:portugal|en:spain",,"España","https://images.openfoodfacts.org/images/products/848/000/059/0756/front_es.74.400.jpg","https://images.openfoodfacts.org/images/products/848/000/059/0756/front_es.74.400.jpg","100g","199","840","5","1.9",,,"0.5","0.5",,,"38","3","1.2",,,,,,,,"d","17","4","unknown",,"0","0","1","en:palm-oil-free|en:non-vegan|en:non-vegetarian","en:plastic|en:protective-gas|fr:4-blister",,,,"1"
"8480000171320","Tomate frito","Tomate frito","system-seed-openfoodfacts","Hacendado","en:condiments|en:sauces|en:meal-sauces|en:tomato-sauces|en:fried-tomato-sauces|en:groceries","en:no-gluten|en:fsc|en:fsc-mix|en:green-dot|en:made-in-spain","400 g","1 serving (100 g)","tomato, sunflower oil, sugar, modified corn starch, salt, onion, garlic, preservative (potassium sorbate),",,,"en:morocco|en:portugal|en:romania|en:spain",,"Spain","https://images.openfoodfacts.org/images/products/848/000/017/1320/front_en.102.400.jpg","https://images.openfoodfacts.org/images/products/848/000/017/1320/front_en.102.400.jpg","100g","81","316.5","3.5","0.3",,,"9.5","6.9","0",,"1.5","0.9825","0.393","0","0",,"0",,"0","0","c","4","4","b",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian","en:multilayer-composite|en:tetra-pak|en:tetra-brik|en:green-dot","en:plastic|en:tetra-brik","en:recycle-with-plastics-metal-and-bricks",,"0.9875"
"5201004020338","caprice","caprice","system-seed-openfoodfacts","Papadopoulos","en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:biscuits-and-cakes|en:biscuits|en:chocolate-biscuits|en:wafers|en:stuffed-wafers|en:chocolate-stuffed-wafers","fr:triman|fr:fabrique-en-grece","400gr","1 portion (8 g)","sugar,  wheat  flour, vegetable oils (palm oil, palm kernel oil, shea oil),  lactose ,  hazelnut  paste 6%, fat reduced cocoa powder 3,5%,  milk  proteins, stabiliser (sorbitol syrup), starch, fructose, skimmed  milk  powder, colour (ammonia caramel), dietary fibre, salt, emulsifier ( soya  lecitin), antioxidants (ascorbyl palmitate, tocopherol-rich extract), flavourings","en:gluten|en:milk|en:nuts|en:soybeans","en:nuts|en:peanuts","en:bulgaria|en:cyprus|en:france|en:greece|en:serbia","Grèce","Grece","https://images.openfoodfacts.org/images/products/520/100/402/0338/front_en.112.400.jpg","https://images.openfoodfacts.org/images/products/520/100/402/0338/front_en.112.400.jpg","100g","477","2002.2","19","8.4",,,"67","48","39.25","4.3","7.4","0.3825","0.153",,,,,,,,"e","25","4","e",,"0",,"0","en:palm-oil|en:non-vegan|en:vegetarian-status-unknown","en:metal|en:boite","en:corrugated-cardboard|en:metal|en:pe-7-polyethylene","en:recycle-in-sorting-bin",,"0.9875"
"5202576281288","Gigantes","Gigantes","system-seed-openfoodfacts","Σκλαβενίτης,sklavenitis","en:meals|en:microwave-meals","en:with-sunflower-oil","400g","100g","Giant size beans, water, tomato, carrot, olive oil, onion, celery, tomato paste, parsley, salt, sunflower oil, garlic, sugar, pepper.","en:celery",,"en:greece",,,"https://images.openfoodfacts.org/images/products/520/257/628/1288/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/520/257/628/1288/front_en.3.400.jpg","100g",,,"4.9",,,,"8.5","2.2",,"7.6","5","0.31","0.124",,,,,,,,"unknown",,"3","unknown",,,,"1","en:palm-oil-free|en:vegan-status-unknown|en:vegetarian-status-unknown","en:plastic|en:paper","en:paper|en:plastic",,,"0.7875"
"3838901606949","Golica hrenovke","Golica hrenovke","system-seed-openfoodfacts","Perutnina Ptuj","en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:special-breads|en:hot-dog-buns|sl:pasterizirane-mesnine",,"200g","200g","Perutninska hrenovka brez ovoja. Pasterizirana mesnina - barjena klobasa iz perutninskega mesa. 

Sestavine: mehansko izkoščeno purje meso 41 %, mehansko izkoščeno piščančje meso 37 %, voda, piščančje kožice, sol, grahova vlakna, škrob, stabilizator E 450, antioksidant E 300, začimbe, arome in ekstrakti začimb, konzervansa E 250 in E 262.",,,"en:slovenia",,,"https://images.openfoodfacts.org/images/products/383/890/160/6949/front_sl.4.400.jpg","https://images.openfoodfacts.org/images/products/383/890/160/6949/front_sl.4.400.jpg","100g","234",,"20","5.6",,,"0.5",,,,"13","2.1625","0.865",,,,,,,,"unknown",,"4","b",,,,,"en:palm-oil-content-unknown|en:vegan-status-unknown|en:vegetarian-status-unknown",,,,,"0.7875"
"3830008604309","Kekec pašteta Ta Prava","Kekec pašteta Ta Prava","system-seed-openfoodfacts","Kekec","sl:paštets",,"100g","100g","svinisko mastno tkivo, voda, svinsko meso, svinjska jetra, mlečne beljakovine, jedilna sol, dekstroza, začimbe, ojačevalec arome: mononatrijev glutamat, antioksidant: askorbinska kislina,","en:milk","sl:lahko-vsebuje-sledove-glutena|sl:jajc|sl:soje-meso","en:slovenia",,,"https://images.openfoodfacts.org/images/products/383/000/860/4309/front_sl.4.400.jpg","https://images.openfoodfacts.org/images/products/383/000/860/4309/front_sl.4.400.jpg","100g","286",,"27.6","10.9",,,"2.1","0.84",,"1","7.4","1.5","0.6",,,,,,,,"e","20","4","unknown",,"0","0","1","en:palm-oil-free|en:non-vegan|en:non-vegetarian","en:metal|en:recyclable-metals|en:aluminium","en:aluminium","en:recycle",,"0.7875"
"5900242001610","Majonez Kielecki","Majonez Kielecki","system-seed-openfoodfacts","Społem Kielce","en:condiments|en:sauces|en:mayonnaises|en:groceries","en:no-preservatives|pl:jakoś-tradycja-świętokrzyskie","500ml",,"olej rzepakowy rafinowany, musztarda (woda, ocet, _gorczyca_, cukier, sól, przyprawy), woda, żółtka _jaj_ kurzych (7,0%).","en:eggs|en:mustard",,"en:germany|en:poland","Polska","PL 25-726,Kielce,Polska","https://images.openfoodfacts.org/images/products/590/024/200/1610/front_pl.30.400.jpg","https://images.openfoodfacts.org/images/products/590/024/200/1610/front_pl.30.400.jpg","100ml","631","2597","68","5.3",,,"2.3","2",,,"1.9","1","0.4",,,,,,,,"d","16","3","d",,"0",,"1","en:palm-oil-free|en:non-vegan|en:vegetarian-status-unknown","pl:70|pl:fe|pl:gl",,,,"0.8875"
"5907029010797","Beskidzkie paluszki o smaku sera i cebulki","Beskidzkie paluszki o smaku sera i cebulki","system-seed-openfoodfacts","Aksam","en:snacks|en:salty-snacks|en:appetizers|en:biscuits-and-crackers|en:crackers-appetizers|en:przekąski|en:przystawki|en:słone-przekąski",,"180 g","30g",,,,"en:poland",,,"https://images.openfoodfacts.org/images/products/590/702/901/0797/front_pl.22.400.jpg","https://images.openfoodfacts.org/images/products/590/702/901/0797/front_pl.22.400.jpg","100g","396.666666666667","1680","5.66666666666667","0.666666666666667","0","0","76","0","0","2.66666666666667","3.2","8","3.2","0","0","0","0","0","0","0","e","25",,"b",,,,,,"en:plastic",,,,"0.7875"
"0034423266248","Ackee","Ackee","system-seed-openfoodfacts",,,,"19 fl oz",,"Ackees, Water, Salt",,,"en:united-states",,,"https://images.openfoodfacts.org/images/products/003/442/326/6248/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/003/442/326/6248/front_en.3.400.jpg","100ml","140",,"9","3.5",,,"11","4",,,"4","0.3125","0.125",,,,,,,,"unknown",,,"unknown",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian",,,,,"0.475"
"0016000106109","All Purpose Flour","All-Purpose Flour","system-seed-openfoodfacts","Gold Medal","en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:flours|en:cereal-flours|en:wheat-flours","en:vegetarian|en:vegan","5 lbs (80 oz)","30 grams (0.25 cup)","Bleached Wheat Flour, Niacin (Vitamin B3), Iron, Thiamine Mononitrate (Vitamin B1) Riboflavin, Enzymes, Folic Acid (Vitamin B9)","en:gluten",,"en:germany|en:ireland|en:united-states","United States","United States","https://images.openfoodfacts.org/images/products/001/600/010/6109/front_en.52.400.jpg","https://images.openfoodfacts.org/images/products/001/600/010/6109/front_en.52.400.jpg","100g","366.666666666667","1500","0","0","0","0","76.6666666666667","0","0","3.33333333333333","10","0","0",,,,"0.005",,,,"a","-1","1","a-plus",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian","en:paper-bag","en:paper","en:recycle-in-paper-bin",,"0.8875"
"0077636010505","Adobo All-Purpose Seasoning","Adobo All-Purpose Seasoning","system-seed-openfoodfacts","La Flor","en:condiments|en:groceries",,"13 oz","0.25 tsp (1 g)","Salt, garlic, onion, black pepper, oregano, paprika, disodium guanylate, disodium inosinate, coriander and cardamon.",,,"en:united-states",,,"https://images.openfoodfacts.org/images/products/007/763/601/0505/front_en.5.400.jpg","https://images.openfoodfacts.org/images/products/007/763/601/0505/front_en.5.400.jpg","100g","0",,"0","0",,"0","0","0",,"0","0","85","34",,,,,,,,"e","20","4","unknown",,,,"1","en:palm-oil-free|en:maybe-vegan|en:maybe-vegetarian",,,,,"0.6625"
"5900084004015","Ziele angielskie","Ziele angielskie","system-seed-openfoodfacts","Kamis","en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:culinary-plants|en:aromatic-plants|en:herbs|en:allspice",,"15 g",,"ziele angielskie.  Może zawierać _gorczycę_, _jaja_, _mleko_, _soja_, zboża (_gluten_)","en:gluten|en:soybeans|en:gorczyca|en:jaja|en:mleko","en:eggs|en:gluten|en:milk|en:mustard|en:soybeans","en:poland|en:united-states",,,"https://images.openfoodfacts.org/images/products/590/008/400/4015/front_en.8.400.jpg","https://images.openfoodfacts.org/images/products/590/008/400/4015/front_en.8.400.jpg","100g",,,,,,,,,,,,,,,,,,,,,"unknown",,"1","unknown",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian","en:plastic","en:plastic",,,"0.875"
"0742287700883","Madame Gougousse Noyau Essence of Almond Flavor","Madame Gougousse Noyau Essence of Almond Flavor","system-seed-openfoodfacts",,,,,,,,,"en:united-states",,,"https://images.openfoodfacts.org/images/products/074/228/770/0883/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/074/228/770/0883/front_en.3.400.jpg",,,,,,,,,,,,,,,,,,,,,,"unknown",,,"unknown",,,,,,,,,,"0.1625"
"01732962","Almond Extract","Almond Extract","system-seed-openfoodfacts","Sainsbury's","en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:nuts-and-their-products|en:vegetable-fats|en:vegetable-oils|en:nut-oils|en:almond-oils",,"38g",,"almond oil",,,"en:united-kingdom",,,"https://images.openfoodfacts.org/images/products/000/000/173/2962/front_en.5.400.jpg","https://images.openfoodfacts.org/images/products/000/000/173/2962/front_en.5.400.jpg","100g","1",,,,,,,,,,,,,,,,,,,,"unknown",,"2","unknown",,"1","1",,"en:may-contain-palm-oil|en:vegan|en:vegetarian",,,,,"0.675"
"3229820787015","BjORG AMANDE ALMOND SANS SUCRE- NO SUGAR","boisson biologique à base d'amandes sans sucres et d'algue Lithothamnium calcareum source de calcium, avec arôme naturel, stérilisée UHT","system-seed-openfoodfacts","Bjorg","en:beverages-and-beverages-preparations|en:plant-based-foods-and-beverages|en:beverages|en:plant-based-foods|en:dairy-substitutes|en:milk-substitutes|en:nuts-and-their-products|en:plant-based-beverages|en:plant-based-milk-alternatives|en:nut-based-drinks|en:almond-based-drinks|en:unsweetened-plain-almond-based-drinks","en:low-or-no-sugar|en:vegetarian|en:organic|en:certified-by-ecocert|en:eu-organic|en:vegan|en:100-vegetable|en:calcium-source|en:certified-b-corporation|en:fr-bio-01|en:fsc|en:fsc-mix|en:it-bio-007|en:made-in-italy|en:no-added-sugar|en:no-palm-oil|en:nutriscore|en:nutriscore-grade-b|en:plant-based|fr:ab-agriculture-biologique|fr:pauvre-en-acides-gras-satures","1 l",,"almond milk (water, almonds 2.8%), rice starch, natural almond flavour, sea salt, stabilisers: guar gum, xanthan gum","en:nuts","en:nuts","en:belgium|en:cote-d-ivoire|en:france|en:french-polynesia|en:guadeloupe|en:martinique|en:morocco|en:new-caledonia|en:reunion|en:switzerland|en:united-kingdom","European Union and Non European Union","Italie","https://images.openfoodfacts.org/images/products/322/982/078/7015/front_en.165.400.jpg","https://images.openfoodfacts.org/images/products/322/982/078/7015/front_en.165.400.jpg","100ml","25","102","1.7","0.2",,,"1.6","0.5",,"0.5","0.7","0.05","0.02",,,"0.06",,,,,"b","2","4","a",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian","en:tetra-pak|en:container|en:brique|en:brique-en-carton|en:frais","en:tetra-pak",,"1 BRIQUE CARTON A RECYCLER 
1 BOUCHON PLASTIQUE RENOUVELABLE A RECYCLER","1.1"
"5000169251126","Hot Ancho Chillies","Hot Ancho Chillies","system-seed-openfoodfacts","Waitrose",,,,,,,,"en:united-kingdom",,,"https://images.openfoodfacts.org/images/products/500/016/925/1126/front_en.3.400.jpg","https://images.openfoodfacts.org/images/products/500/016/925/1126/front_en.3.400.jpg",,,,,,,,,,,,,,,,,,,,,,"unknown",,,"unknown",,,,,,,,,,"0.2625"
"0074305001161","APPLE CIDER VINEGAR","APPLE CIDER VINEGAR","system-seed-openfoodfacts","BRAGG","en:condiments|en:sauces|en:vinegars|en:cider-vinegars|en:groceries","en:no-gluten|en:organic|en:no-gmos|en:usda-organic|en:certified-b-corporation|en:non-gmo-project","473 ml","15 ml","ORGANIC APPLE CIDER VINEGAR, WATER.",,,"en:france|en:india|en:united-states|en:world",,,"https://images.openfoodfacts.org/images/products/007/430/500/1161/front_en.73.400.jpg","https://images.openfoodfacts.org/images/products/007/430/500/1161/front_en.73.400.jpg","100ml","0",,"0","0","0","0",,"0","0","0","0","0","0",,,"0","0","0",,,"not-applicable",,"2","a",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian",,,,,"0.6875"
"6111021013109","Confiture D'abricots extra aïcha","Confiture D'abricots extra aïcha","system-seed-openfoodfacts","Aïcha","en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:breakfasts|en:spreads|en:fruits-based-foods|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves|en:jams|en:apricot-jams",,,"3g","APRICOT JAM",,"en:nuts","en:democratic-republic-of-the-congo|en:morocco",,,"https://images.openfoodfacts.org/images/products/611/102/101/3109/front_en.26.400.jpg","https://images.openfoodfacts.org/images/products/611/102/101/3109/front_en.26.400.jpg","100g","251","1065","0","0",,,"63","62",,"1","0","0","0",,,,,,,,"d","18","1","b",,,,"1","en:palm-oil-free|en:maybe-vegan|en:maybe-vegetarian",,,,,"0.575"
"03403112","Baby Plum Tomatoes","Baby Plum Tomatoes","system-seed-openfoodfacts","Tesco","en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:vegetables|en:fresh-foods|en:fresh-plant-based-foods|en:tomatoes-and-their-products|en:fresh-vegetables|en:tomatoes|en:fresh-tomatoes|en:baby-plum-tomatoes",,"300 g","100 g","Baby Plum Tomatoes",,,"en:united-kingdom|en:united-states","Morocco",,"https://images.openfoodfacts.org/images/products/000/000/340/3112/front_en.9.400.jpg","https://images.openfoodfacts.org/images/products/000/000/340/3112/front_en.9.400.jpg","100g","18",,"0.3","0.1",,,"4.1","3.1",,"1","0.7",,,,"0.01",,,,,,"unknown",,,"not-applicable",,,,,"en:palm-oil-content-unknown|en:vegan-status-unknown|en:vegetarian-status-unknown","en:pet-tray|en:ppfilm-film",,,,"0.9"
"4088600072517","Baked Beans","Baked Beans","system-seed-openfoodfacts","Bramwells","en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:canned-foods|en:legumes|en:canned-plant-based-foods|en:meals|en:prepared-vegetables|en:canned-legumes|en:baked-beans-in-tomato-sauce|en:canned-common-beans","en:vegetarian","410 g","205 g","haricot beans 50%, tomato 35%, water, sugar, modified maize starch, salt, onion powder, ground paprika, flavourings, paprika extract,",,,"en:united-kingdom",,,"https://images.openfoodfacts.org/images/products/408/860/007/2517/front_en.36.400.jpg","https://images.openfoodfacts.org/images/products/408/860/007/2517/front_en.36.400.jpg","100g","91","384","0.5","0.1",,,"14.5","4.8","0","4.7","4.7","0.53","0.212","0","0",,"0",,"0","0","a","-4","4","a",,,"1","1","en:palm-oil-free|en:maybe-vegan|en:vegetarian","en:steel-tin","en:steel",,,"0.8"
"4000521103019","Backpulver","Backpulver","system-seed-openfoodfacts","Dr. Oetker","en:food-additives|en:baking-powder-or-raising-agent|en:baking-powders","en:green-dot","16g","16 g","Backtriebmittel (Diphosphate (E 450), Natriumcarbonate (E 500)), Stärke.",,,"en:germany|en:switzerland",,"Deutschland","https://images.openfoodfacts.org/images/products/400/052/110/3019/front_de.205.400.jpg","https://images.openfoodfacts.org/images/products/400/052/110/3019/front_de.205.400.jpg","100g","90","382","0.1","0",,,"22","0","0",,"0.1","43.25","17.3",,,,,,,,"not-applicable",,"4","c",,"1","1","1","en:palm-oil-free|en:vegan|en:vegetarian","en:plastic|en:paper|en:bag|en:film|en:individual-bag","en:paper|en:plastic",,"1 durchsichtige 160 g-Kunststoff-Folie.

10 farbige undurchsichtige 16 g-22 PAP-Einzeltüten.","0.7875"
"0890150002678","Barramundi","Barramundi","system-seed-openfoodfacts","The Better Fish","en:seafood|en:fishes-and-their-products|en:fishes|en:lean-fishes|en:ocean-farmed-fish","en:fair-trade","113g","1 piece (113 g)","barramundi",,,"en:india",,,"https://images.openfoodfacts.org/images/products/089/015/000/2678/front_en.29.400.jpg","https://images.openfoodfacts.org/images/products/089/015/000/2678/front_en.29.400.jpg","100g","88.4955752212389","365.044247787611","1.32743362831858","0.442477876106195","0","0.0486725663716814","0","0","0","0","18.5840707964602","0.0775","0.0309734513274336",,,"0.0079646017699115","0","0.327433628318584",,,"a","-6",,"unknown",,,,,"en:palm-oil-content-unknown|en:vegan-status-unknown|en:vegetarian-status-unknown",,,,,"0.675"
